source,target,content
DudesJoe,DudesJoe,tweet
cswslina,cswslina,tweet
BlackSoulFood,BlackSoulFood,tweet
KristenDefiant,GovParsonMO,non tweet
lothie,lothie,tweet
_IxchelNochtli,_IxchelNochtli,tweet
HeidelbergHier,JoeBiden,non tweet
danwibg,GW_WGSS,non tweet
danwibg,danwibg,tweet
ikranaskar,ikranaskar,tweet
MimiTexasAngel,MimiTexasAngel,tweet
StapelChipsYT,MadDiasYoung1,non tweet
StapelChipsYT,SawsanChebli,non tweet
MimiTexasAngel,MimiTexasAngel,tweet
kayakendall,DearAuntCrabby,non tweet
kayakendall,Babystring3,non tweet
BLVESKOOS,BLVESKOOS,tweet
2old4Timberlake,2old4Timberlake,tweet
AZunheard_cries,YouCanTooAZ,non tweet
AZunheard_cries,ABC7,non tweet
AZunheard_cries,BlackGirlFest,non tweet
LibertyChick5,LibertyChick5,tweet
1776usafreedom,JoeBiden,non tweet
BethBakerRS,BethBakerRS,tweet
tayforeign108,tayforeign108,tweet
kellyfairchild2,kellyfairchild2,tweet
DontButtercup,KrystalBallerz,non tweet
DontButtercup,ninaturner,non tweet
DontButtercup,briebriejoy,non tweet
DontButtercup,VanJones68,non tweet
DontButtercup,WhipClyburn,non tweet
politicalcoco,realDonaldTrump,non tweet
blackrepublican,blackrepublican,tweet
politicalcoco,realDonaldTrump,non tweet
dann_860,dann_860,tweet
MissMaryPrep,MissMaryPrep,tweet
Luporobert2,Luporobert2,tweet
AttorneyCrump,bencrumplaw,non tweet
MimiRose1997,tiktok_us,non tweet
JA_Loans,ali,non tweet
JA_Loans,JackPosobiec,non tweet
JA_Loans,cthagod,non tweet
JA_Loans,JoeBiden,non tweet
Phoenix_SRA,NRA,non tweet
AriChick,AriChick,tweet
BeingWhiteIsGr8,BeingWhiteIsGr8,tweet
Last_Bolshevik,Last_Bolshevik,tweet
HansGroven,EssenHarm,non tweet
HansGroven,djeppink,non tweet
wattsa_matta,wattsa_matta,tweet
ShaunKingLies,gbi_ga,non tweet
PassionRiver,RiverRun,non tweet
PassionRiver,EricGarnerMovie,non tweet
Hurrikane43,Hurrikane43,tweet
xryxix,XDONOTENTERX,non tweet
xryxix,queenmagdarl,non tweet
xryxix,yms_ym1,non tweet
xryxix,AnnaTyche,non tweet
xryxix,hiiwant2die666,non tweet
xryxix,StarBerrySheep_,non tweet
kbabytwinkl,kbabytwinkl,tweet
DEPZ41,DEPZ41,tweet
SharraCatterson,SharraCatterson,tweet
pcrb1985,pcrb1985,tweet
stillbabruh,stillbabruh,tweet
Tom886,AOC,non tweet
Tom886,IlhanMN,non tweet
Tom886,AyannaPressley,non tweet
Tom886,RashidaTlaib,non tweet
Tom886,RoKhanna,non tweet
Tom886,SenSanders,non tweet
Tom886,SpeakerPelosi,non tweet
Tom886,CoryBooker,non tweet
Tom886,JulianCastro,non tweet
Tom886,MMFlint,non tweet
Tom886,lindawade4ok,non tweet
Fromgirltogirl,Fromgirltogirl,tweet
LilavoisRichard,LilavoisRichard,tweet
surfbgull,tedcruz,non tweet
surfbgull,gop,non tweet
RAfirmativa,RAfirmativa,tweet
RissmillerRM,RissmillerRM,tweet
SarahHeartsNYC,SarahHeartsNYC,tweet
ChanelMatney,NLC_ATL,non tweet
MyScarletFelony,treshuppe,non tweet
MyScarletFelony,MrJGarrett,non tweet
MyScarletFelony,BreeNewsome,non tweet
Roxann_Minerals,All100Senators,non tweet
Roxann_Minerals,LWV,non tweet
Roxann_Minerals,RockTheVote,non tweet
Roxann_Minerals,womensmarch,non tweet
Roxann_Minerals,VetsAboutFace,non tweet
Roxann_Minerals,HispanicCaucus,non tweet
Roxann_Minerals,nativevote,non tweet
Roxann_Minerals,votevets,non tweet
Roxann_Minerals,CBSSunday,non tweet
gpmarx_g,gpmarx_g,tweet
matt_lippy,matt_lippy,tweet
Ellect217,Ellect217,tweet
Illiniwek75,Illiniwek75,tweet
soberealestate,soberealestate,tweet
Alisa26513526,thecalvinmartyr,non tweet
Alisa26513526,shaunking,non tweet
Alisa26513526,TamikaDMallory,non tweet
Alisa26513526,KillerMike,non tweet
Alisa26513526,DLHughleyRadio,non tweet
Alisa26513526,ADOS,non tweet
kayakendall,AOL,non tweet
NinAnaisNin,NinAnaisNin,tweet
100_GRP,100_GRP,tweet
keonithepixi,keonithepixi,tweet
BreakingNow911,breakfastclubam,non tweet
BreakingNow911,cthagod,non tweet
BreakingNow911,JoeBiden,non tweet
Goldstatetimes,JoeBiden,non tweet
lexcoupe96,RealDLHughley,non tweet
Crow31Darkness,Crow31Darkness,tweet
CDiff13,LMPD,non tweet
EndGoldwaterRle,EndGoldwaterRle,tweet
danwibg,danwibg,tweet
Back2Basics_PII,Back2Basics_PII,tweet
bippity__,bippity__,tweet
Ellect217,Ellect217,tweet
danwibg,danwibg,tweet
GKJill,cspanwj,non tweet
GKJill,Bakari_Sellers,non tweet
ScullyLifeMafia,ScullyLifeMafia,tweet
dannadogwood,KingdomLiving4u,non tweet
RachelInFlight,RachelInFlight,tweet
thoughtpro54,cspanwj,non tweet
thoughtpro54,Bakari_Sellers,non tweet
Zia_Correa,Zia_Correa,tweet
LasleyCarolyn,nowthisnews,non tweet
chaffin_kendall,chaffin_kendall,tweet
Zia_Correa,JefferyADoveJr,non tweet
Zia_Correa,IWashington,non tweet
Zia_Correa,JoeBiden,non tweet
dani74829276,dani74829276,tweet
Hoglitosis,Hoglitosis,tweet
Ms_SAH,Ms_SAH,tweet
kourtne32434714,kourtne32434714,tweet
Zia_Correa,Zia_Correa,tweet
JillPiggott,ChaseIronEyes,non tweet
LaDeeKackyak,nowthisnews,non tweet
SanjeePerera1,SanjeePerera1,tweet
askariali,nowthisnews,non tweet
ambersteezz731,ambersteezz731,tweet
Baconbitsnews,breakfastclubam,non tweet
Baconbitsnews,djenvy,non tweet
Baconbitsnews,angelayee,non tweet
Baconbitsnews,cthagod,non tweet
RiveraSunAuthor,RiveraSunAuthor,tweet
thestarofmerlin,kavivu,non tweet
asocialcoma,asocialcoma,tweet
LewisMuseum,kpthrive,non tweet
LewisMuseum,echoinggreen,non tweet
LewisMuseum,kayewhitehead,non tweet
lpdeal,CodyMillerELA,non tweet
Mimimkenya7,Mimimkenya7,tweet
kirbarge,AlexLunaViewof1,non tweet
kirbarge,Inevitable_ET,non tweet
suedanim,suedanim,tweet
TheRunWave,TheRunWave,tweet
hmcclue,YinkaOlusoga,non tweet
hmcclue,DavidOlusoga,non tweet
SuprSxiMonte,SuprSxiMonte,tweet
ArtofHoneyxbun,ArtofHoneyxbun,tweet
RAfirmativa,RAfirmativa,tweet
ScullyLifeMafia,YouTube,non tweet
ScullyLifeMafia,CNN,non tweet
ScullyLifeMafia,MSNBC,non tweet
ScullyLifeMafia,maddow,non tweet
ScullyLifeMafia,realDonaldTrump,non tweet
ScullyLifeMafia,donlemon,non tweet
ScullyLifeMafia,andersoncooper,non tweet
ScullyLifeMafia,foxnewsradio,non tweet
ScullyLifeMafia,ABC,non tweet
JennBetaqueen,EoinHiggins_,non tweet
JennBetaqueen,JoeBiden,non tweet
retro_latefee,Jason_Priestley,non tweet
retro_latefee,MsVivicaFox,non tweet
winchesterlyon,rick1381,non tweet
winchesterlyon,AmericaRising,non tweet
winchesterlyon,cthagod,non tweet
winchesterlyon,JoeBiden,non tweet
winchesterlyon,breakfastclubam,non tweet
LeilaRozario,mikemosley,non tweet
TheLivesThatMtr,TheLivesThatMtr,tweet
BlackAfricansll,BlackAfricansll,tweet
Ty1Sherman,Ty1Sherman,tweet
lynchauthor,lynchauthor,tweet
CarrieeIam,CarrieeIam,tweet
MimiRose1997,tiktok_us,non tweet
MimiRose1997,hitegem4,non tweet
drnickolaspears,drnickolaspears,tweet
BeingWhiteIsGr8,BeingWhiteIsGr8,tweet
landis_lain,landis_lain,tweet
Rhondahall007,Rhondahall007,tweet
kefentakimlari,kefentakimlari,tweet
ArtofHoneyxbun,ArtofHoneyxbun,tweet
Vanessa75998849,nowthisnews,non tweet
roxymeloni,roxymeloni,tweet
sexinghistory,sexinghistory,tweet
TBlackwe85,AliVelshi,non tweet
TBlackwe85,GBI_GA,non tweet
SugAC1nOnly,iamyungjoc,non tweet
SugAC1nOnly,jermainedupri,non tweet
SugAC1nOnly,jazzepha,non tweet
SugAC1nOnly,twistagmg,non tweet
JillLanglois,JillLanglois,tweet
NoisyNinja8,NoisyNinja8,tweet
adjovisrjb,France24_en,non tweet
ATBeattyGlobal,ATBeattyGlobal,tweet
dog884,theGrio,non tweet
JBENZOTHEGREAT,JBENZOTHEGREAT,tweet
ReginaldJ,ReginaldJ,tweet
Angel25084,MrNegroMilitant,non tweet
Angel25084,realDonaldTrump,non tweet
Aspies123,Aspies123,tweet
RightEyeGuy,RightEyeGuy,tweet
JJHSCREAN,shaunking,non tweet
JJHSCREAN,shaunking,non tweet
frank51917824,frank51917824,tweet
soulfullysyiba,soulfullysyiba,tweet
TheFreakyTimon,TheFreakyTimon,tweet
bmcarthur17,bmcarthur17,tweet
sam_oputa,sam_oputa,tweet
jessmally,jessmally,tweet
JayAitchy,TheInstructor9,non tweet
JayAitchy,maggie617634,non tweet
JayAitchy,Yamiche,non tweet
pariahnation737,pariahnation737,tweet
TravaeWilliams,TravaeWilliams,tweet
Roxann_Minerals,Roxann_Minerals,tweet
sam_oputa,sam_oputa,tweet
ATBeattyGlobal,ATBeattyGlobal,tweet
erins_brain,erins_brain,tweet
sam_oputa,sam_oputa,tweet
sam_oputa,sam_oputa,tweet
ReignLucci,Blcktweet,non tweet
Democrat4US,NGrossman81,non tweet
Democrat4US,velvetcrowbar,non tweet
sam_oputa,sam_oputa,tweet
sam_oputa,sam_oputa,tweet
PTheeEducator,thedailybeast,non tweet
LMKTopsy,LMKTopsy,tweet
MissionaryBLMM,MissionaryBLMM,tweet
AthertonHighEng,AthertonHighEng,tweet
Sengy1234,RealJamesWoods,non tweet
MammaDoggo,Blklivesmatter,non tweet
Blcktweet,Blcktweet,tweet
HennyB_23,HennyB_23,tweet
CraigCMartin12,CraigCMartin12,tweet
AfricaRepublic,AfricaRepublic,tweet
LoveBlackLove_,ourjourney_continues,non tweet
LMKTopsy,LMKTopsy,tweet
PanAfricology,PanAfricology,tweet
vitog81,parisalexamusic,non tweet
OliwanR,Conflits_FR,non tweet
Mumbleviii,Nadine_Writes,non tweet
onefunnygook,onefunnygook,tweet
PanAfricology,PanAfricology,tweet
sam_oputa,sam_oputa,tweet
PuddddinPie,PuddddinPie,tweet
Mumbleviii,TATIANNANOW,non tweet
Mumbleviii,AlexisDiMonroe,non tweet
PanAfricology,PanAfricology,tweet
DaddyDoggo5,Blklivesmatter,non tweet
PutassiCoco,RealJamesWoods,non tweet
PutassiCoco,shaunking,non tweet
sam_oputa,sam_oputa,tweet
hwaxhai,hwaxhai,tweet
hwaxhai,hwaxhai,tweet
MimiRose1997,tiktok_us,non tweet
AVALANCHE_RAP,AVALANCHE_RAP,tweet
SPILLTH23179358,Charislovess,non tweet
idolcomputer,idolcomputer,tweet
MuthokaTito,MuthokaTito,tweet
AVALANCHE_RAP,AVALANCHE_RAP,tweet
nycstevn,nycstevn,tweet
itssophiedoe_,itssophiedoe_,tweet
BBKBAJM,BBKBAJM,tweet
PanAfricology,PanAfricology,tweet
Jordan20882385,gatewaypundit,non tweet
Jordan20882385,TomFitton,non tweet
Jordan20882385,JudicialWatch,non tweet
FreeStatePonder,FreeStatePonder,tweet
AshaleighP,AshaleighP,tweet
FactProfile,RealCandaceO,non tweet
june_dewild,tito1265aa,non tweet
MimiRose1997,tiktok_us,non tweet
LKanyore,LKanyore,tweet
FARWPAS,FARWPAS,tweet
AVALANCHE_RAP,AVALANCHE_RAP,tweet
MimiRose1997,MimiRose1997,tweet
hanjangho76,hanjangho76,tweet
hlabane_g,MYANC,non tweet
OurBlackBeauty,OurBlackBeauty,tweet
shaylasXdemon,shaylasXdemon,tweet
TheLivesThatMtr,TheLivesThatMtr,tweet
therealVTGaymer,FedEx,non tweet
kimberleyonlin1,kimberleyonlin1,tweet
Mahmoudi_89,Mahmoudi_89,tweet
MiladyConfetti,MiladyConfetti,tweet
tpm_moon,blkgunsmattr,non tweet
tpm_moon,MAJTOURE,non tweet
tpm_moon,FOACpac,non tweet
MarcusJamesCage,MichelleObama,non tweet
MarcusJamesCage,BarackObama,non tweet
Gridleysoxfan,Gridleysoxfan,tweet
AlephsMom,deepa_shivaram,non tweet
dayy2nicee,dayy2nicee,tweet
HomelandAfrika,HomelandAfrika,tweet
Gjallarhornet,Gjallarhornet,tweet
folklored13_,folklored13_,tweet
Ninavictoria_10,Ninavictoria_10,tweet
Katie_MAGA,BreitbartNews,non tweet
Katie_MAGA,RepVernonJones,non tweet
floridafreshoj,floridafreshoj,tweet
Katie_MAGA,Truth_Warrior17,non tweet
VasilePopesku,rbyndblas,non tweet
VasilePopesku,KinCali1,non tweet
VasilePopesku,RealJamesWoods,non tweet
jiakika,jiakika,tweet
VasilePopesku,realDonaldTrump,non tweet
blakephilosophy,blakephilosophy,tweet
citizenyid,citizenyid,tweet
VasilePopesku,detroitpolice,non tweet
memedepo_,YouTube,non tweet
VasilePopesku,SandyDeeX2,non tweet
VasilePopesku,mknrdt,non tweet
BertrandDeparis,BertrandDeparis,tweet
VasilePopesku,SharikaSoal84,non tweet
VasilePopesku,mknrdt,non tweet
VasilePopesku,detroitpolice,non tweet
Welnesschick,InAMadWorld111,non tweet
Welnesschick,FedEx,non tweet
ValerieJohns,ValerieJohns,tweet
BLMLA,Afronell_,non tweet
BLMLA,wyntonmarsalis,non tweet
VasilePopesku,mknrdt,non tweet
rebelalliance1,rebelalliance1,tweet
Gridleysoxfan,Gridleysoxfan,tweet
leonhardtmindy,leonhardtmindy,tweet
deanerimerman,deanerimerman,tweet
whitecastleruns,deepen915,non tweet
whitecastleruns,breakfastclubam,non tweet
whitecastleruns,JoeBiden,non tweet
whitecastleruns,cthagod,non tweet
whitecastleruns,BarackObama,non tweet
MBardesi,asaudiweirdo,non tweet
MBardesi,haroinfatherr,non tweet
_GroovyLotus,_GroovyLotus,tweet
AVALANCHE_RAP,AVALANCHE_RAP,tweet
EducNurture,EducNurture,tweet
ven_crone,ven_crone,tweet
YHWH271,BishopPernell,non tweet
aisha1908,RJLunn,non tweet
NJGardenTeacher,NJGardenTeacher,tweet
LeBaronLordKing,LeBaronLordKing,tweet
threnice,threnice,tweet
ShauntriceLove,ShauntriceLove,tweet
ToughCookieTee,metpoliceuk,non tweet
DirshmaKat,FedEx,non tweet
RoxiesVoice,RoxiesVoice,tweet
RoxiesVoice,RoxiesVoice,tweet
DaddyDoggo5,Blklivesmatter,non tweet
nyabnys,nyabnys,tweet
ja_krispy,ja_krispy,tweet
ShomanWright,ShomanWright,tweet
MackyBoyExpat,JackPosobiec,non tweet
MackyBoyExpat,GovWhitmer,non tweet
DougSloan,DougSloan,tweet
BeingWhiteIsGr8,BeingWhiteIsGr8,tweet
AndGermaine,AndGermaine,tweet
krylev_ru,MrSighizmund,non tweet
krylev_ru,senko,non tweet
krylev_ru,CNN,non tweet
krylev_ru,MSNBC,non tweet
krylev_ru,ABC,non tweet
allendushane,allendushane,tweet
StarLord35,StarLord35,tweet
Lovely1Nika,Lovely1Nika,tweet
prizziIIa,Liindsayb10,non tweet
Advocate_Habiba,Advocate_Habiba,tweet
OctavianBlake,FedEx,non tweet
Zohra_Mehellou,Zohra_Mehellou,tweet
prettygirlkicks,prettygirlkicks,tweet
TwiceToasted,TwiceToasted,tweet
kim_king911,BishopPernell,non tweet
muramushii,sorryimcourtney,non tweet
muramushii,nickcicigoi,non tweet
muramushii,KyleAndersan,non tweet
muramushii,objectpermnence,non tweet
muramushii,AutumnVRose,non tweet
Tasia1488,Tasia1488,tweet
TauMonk,RobinsonCarol,non tweet
minkslink,minkslink,tweet
LA2Ing,LA2Ing,tweet
Blackjack0426,Blackjack0426,tweet
RacismRegistry,RacismRegistry,tweet
msjbe20a,msjbe20a,tweet
CaliLiliIndies,CaliLiliIndies,tweet
CaliLiliIndies,CaliLiliIndies,tweet
WeveGotIssues2,WeveGotIssues2,tweet
Im_a_tired_boi,Im_a_tired_boi,tweet
leonhardtmindy,leonhardtmindy,tweet
Hank_Sicari,fbilouisville,non tweet
Hank_Sicari,louisvillemayor,non tweet
CaliLiliIndies,KoshaChat,non tweet
CaliLiliIndies,rockbizzbrasil,non tweet
CaliLiliIndies,PrincessOfBlogs,non tweet
CaliLiliIndies,one4allmankind,non tweet
CaliLiliIndies,oreogaga,non tweet
CaliLiliIndies,CaliLiliIndies,tweet
Krystal_Harris,Krystal_Harris,tweet
TylerKnott,TylerKnott,tweet
ChrisCarthern,TonyAaronII,non tweet
ChrisCarthern,NBCBLK,non tweet
ChrisCarthern,RubinsRants,non tweet
RealvilleS,AnnCoulter,non tweet
MissionaryBLMM,MissionaryBLMM,tweet
queenpisces1982,YouTube,non tweet
Sadie4ThePeople,Sadie4ThePeople,tweet
anukasan1977,OmnivoreBlog,non tweet
ftHarryStyle,the_jaynb,non tweet
ftHarryStyle,LordZaynie,non tweet
leonhardtmindy,PressSec,non tweet
Persephone_Sews,Persephone_Sews,tweet
olivierserge,amyklobuchar,non tweet
olivierserge,KayLyme,non tweet
kormla_,lwsn___,non tweet
alexskeen1,alexskeen1,tweet
LauraDekker1,KHiveQueenBee,non tweet
alexskeen1,alexskeen1,tweet
RikkiNlsn,RikkiNlsn,tweet
QueerofTheER,QueerofTheER,tweet
anukasan1977,OmnivoreBlog,non tweet
LeBaronLordKing,LeBaronLordKing,tweet
LeBaronLordKing,LeBaronLordKing,tweet
xryxix,edgy_big,non tweet
xryxix,queenmagdarl,non tweet
emmapants,emmapants,tweet
LeBaronLordKing,LeBaronLordKing,tweet
SBurnettSeales,SBurnettSeales,tweet
macman0905,RealJamesWoods,non tweet
LeBaronLordKing,LeBaronLordKing,tweet
LeBaronLordKing,LeBaronLordKing,tweet
Afronell_,wyntonmarsalis,non tweet
Afronell_,BLMLA,non tweet
MackyBoyExpat,DailyCaller,non tweet
mparker4040,mparker4040,tweet
HaroldWNelson,HaroldWNelson,tweet
LeBaronLordKing,LeBaronLordKing,tweet
PTNickB,thxitsthetrauma,non tweet
PTNickB,AttorneyGriggs,non tweet
PTNickB,MeritLaw,non tweet
PTNickB,AttorneyGriggs,non tweet
PTNickB,Abukar_Arman,non tweet
PTNickB,NAACPAtlanta,non tweet
PTNickB,common,non tweet
BeingWhiteIsGr8,BeingWhiteIsGr8,tweet
IndependentInst,samrstaley,non tweet
SallyGirl,SallyGirl,tweet
TheLivesThatMtr,TheLivesThatMtr,tweet
Cosmos_Mama89,_SJPeace_,non tweet
ratedDEF,ratedDEF,tweet
thewibble2,thewibble2,tweet
norfia11,nulluser10,non tweet
norfia11,PeakyOswald,non tweet
AVALANCHE_RAP,CP24,non tweet
AVALANCHE_RAP,globalnews,non tweet
AVALANCHE_RAP,flow935,non tweet
AVALANCHE_RAP,BlakesShow,non tweet
AVALANCHE_RAP,PeterKash,non tweet
AVALANCHE_RAP,aliciaacewest,non tweet
AVALANCHE_RAP,Mastermind,non tweet
AVALANCHE_RAP,RicochetOnAir,non tweet
AVALANCHE_RAP,jeunesse,non tweet
jemonat,ZainabMohsini,non tweet
HellFriday13,StephenKing,non tweet
AlnwickKeith,AlnwickKeith,tweet
_o_r_e_o,_o_r_e_o,tweet
liberateIL,liberateIL,tweet
badgirlsairiri,badgirlsairiri,tweet
whynotbourbon,whynotbourbon,tweet
KangarooCaught,hamdia_ahmed,non tweet
KangarooCaught,leedavid456,non tweet
jazzpeaches,jazzpeaches,tweet
AVALANCHE_RAP,MeekMill,non tweet
AVALANCHE_RAP,XXL,non tweet
AVALANCHE_RAP,Complex,non tweet
AVALANCHE_RAP,Blklivesmatter,non tweet
AVALANCHE_RAP,Papooseonline,non tweet
AVALANCHE_RAP,Mysonne,non tweet
AVALANCHE_RAP,unclemurda,non tweet
AVALANCHE_RAP,breakfastclubam,non tweet
olderbrother21,SpencerKarter,non tweet
Lasher0408,Lasher0408,tweet
memento_marii,KenidraRWoods_,non tweet
hanjangho76,hamdia_ahmed,non tweet
hanjangho76,littlemeanj9,non tweet
Makho_Soga,Makho_Soga,tweet
AVALANCHE_RAP,nationalpost,non tweet
AVALANCHE_RAP,CTVNews,non tweet
AVALANCHE_RAP,OttawaCitizen,non tweet
AVALANCHE_RAP,TheTorontoSun,non tweet
AVALANCHE_RAP,NEWSTALK1010,non tweet
AVALANCHE_RAP,nowtoronto,non tweet
AVALANCHE_RAP,torontodotcom,non tweet
ImCeeBrown,ImCeeBrown,tweet
PanAfricology,PanAfricology,tweet
Amberfish009,Amberfish009,tweet
TeamJugnu,TeamJugnu,tweet
naula_sandra,naula_sandra,tweet
HalfoftheGlobe,TIME,non tweet
PingTech,PingTech,tweet
lorecarrascoW8,lorecarrascoW8,tweet
PanAfricology,PanAfricology,tweet
blackrepublican,blackrepublican,tweet
msjbe20a,msjbe20a,tweet
Albin1887,glamelegance,non tweet
Albin1887,realDonaldTrump,non tweet
Albin1887,FoxNews,non tweet
uniqueloves,YouTube,non tweet
AVALANCHE_RAP,AVALANCHE_RAP,tweet
MatHelman,MidlandTxPD,non tweet
MatHelman,CityOfMidland,non tweet
MatHelman,Blklivesmatter,non tweet
MimiTexasAngel,MimiTexasAngel,tweet
msjbe20a,msjbe20a,tweet
ariel_gon12,iamDylanLustick,non tweet
RlyGoingWThat,FedEx,non tweet
LeBaronLordKing,LeBaronLordKing,tweet
KingNavoh,KingNavoh,tweet
YourAnonRiots,ajplus,non tweet
CroomsHaley,CroomsHaley,tweet
aleesmom,aleesmom,tweet
Benisaa98468248,Benisaa98468248,tweet
my2centworth,my2centworth,tweet
JFR_BLM,JFR_BLM,tweet
JFR_BLM,JFR_BLM,tweet
stevelacysimp,SukiCha17529176,non tweet
LeBaronLordKing,LeBaronLordKing,tweet
Umpire20,GOPChairwoman,non tweet
LeBaronLordKing,LeBaronLordKing,tweet
BrotherALYourS1,BrotherALYourS1,tweet
phillipmbailey,LMPD,non tweet
phillipmbailey,courierjournal,non tweet
JonyBalogna,JonyBalogna,tweet
AVALANCHE_RAP,AVALANCHE_RAP,tweet
DerenicByrd,DerenicByrd,tweet
ubah_egal,ubah_egal,tweet
OfficialCJUE,OfficialCJUE,tweet
MissionaryBLMM,MissionaryBLMM,tweet
iAmDkBarnes,iAmDkBarnes,tweet
Tom886,AOC,non tweet
Tom886,IlhanMN,non tweet
Tom886,AyannaPressley,non tweet
Tom886,RashidaTlaib,non tweet
Tom886,SenSanders,non tweet
Tom886,SpeakerPelosi,non tweet
Tom886,CoryBooker,non tweet
Tom886,JulianCastro,non tweet
Tom886,BillyWarpinjur,non tweet
Tom886,MMFlint,non tweet
Tom886,lindawade4ok,non tweet
hanjangho76,CityofClarkston,non tweet
mlbcofficial,mlbcofficial,tweet
CallHimOut2,DesPeresPS,non tweet
AVALANCHE_RAP,AVALANCHE_RAP,tweet
sam_oputa,sam_oputa,tweet
IndianaJennC,IndianaJennC,tweet
sam_oputa,sam_oputa,tweet
BrunoCndido20,Ndfatound1,non tweet
BrunoCndido20,anacarinhanha,non tweet
BrunoCndido20,mamoursop,non tweet
thereal_emmaa,thereal_emmaa,tweet
sam_oputa,sam_oputa,tweet
YourAnonRiots,YourAnonRiots,tweet
Songbyrde,Songbyrde,tweet
MizzyD_x,MizzyD_x,tweet
BonnieSalm,BonnieSalm,tweet
SawnyaA,SawnyaA,tweet
KCFParker,KCFParker,tweet
edtarverga,edtarverga,tweet
tareka505,tareka505,tweet
DoctorKwanza,DoctorKwanza,tweet
WeLiveWeFight1,WeLiveWeFight1,tweet
theofficialsllm,theofficialsllm,tweet
CanadyKac025,CanadyKac025,tweet
dcfairbank,dcfairbank,tweet
theofficialsllm,theofficialsllm,tweet
DevinMurphyDTM,sandylocks,non tweet
YaFolksNemJo,YaFolksNemJo,tweet
johndurham94,FedEx,non tweet
BeingWhiteIsGr8,BeingWhiteIsGr8,tweet
Emmanuel_mden,Emmanuel_mden,tweet
janniegramza,janniegramza,tweet
MessianicBelief,ThraxBig,non tweet
MessianicBelief,Melvin_Malonga,non tweet
MessianicBelief,mootzyu,non tweet
MessianicBelief,EmmaLangevinXO,non tweet
granejane,granejane,tweet
DoctorKwanza,nbcnews,non tweet
WeArePWITP,WeArePWITP,tweet
LibraAbsolut,LibraAbsolut,tweet
Saniya1,sexinghistory,non tweet
JanetMa57787250,ZerlinaMaxwell,non tweet
mtlawmiami,mtlawmiami,tweet
MimiTexasAngel,MimiTexasAngel,tweet
DjCowboy64,nbcnews,non tweet
MichelleDee_,MichelleDee_,tweet
ThomasACStout,ThomasACStout,tweet
skepticalbrotha,skepticalbrotha,tweet
esbee01,esbee01,tweet
thomasirby,thomasirby,tweet
MammaDoggo,Blklivesmatter,non tweet
HipHopWired,HipHopWired,tweet
SweetPe97466087,SweetPe97466087,tweet
MammaDoggo,Blklivesmatter,non tweet
TonyManz,TonyManz,tweet
MamaEarthAngry,Becca2400,non tweet
MimiTexasAngel,TiffanyDCross,non tweet
DMTribune,katelynann29,non tweet
DMTribune,Pubhistorian,non tweet
DMTribune,BOOBOOBLEU,non tweet
cutzliie88,cutzliie88,tweet
CT_Ministers,GovNedLamont,non tweet
CT_Ministers,CTMirror,non tweet
retro_latefee,Jason_Priestley,non tweet
retro_latefee,MsVivicaFox,non tweet
leonhardtmindy,leonhardtmindy,tweet
20thisisamerica,20thisisamerica,tweet
PvGammas,PvGammas,tweet
KuhleMthamzeli,KuhleMthamzeli,tweet
Mackithappen,Mackithappen,tweet
sam_oputa,sam_oputa,tweet
augustamariac,augustamariac,tweet
rddhead,rddhead,tweet
sam_oputa,sam_oputa,tweet
BiGG_Mike85,BiGG_Mike85,tweet
ykulnu,ykulnu,tweet
MissionaryBLMM,POTUS,non tweet
sam_oputa,sam_oputa,tweet
Wordsof76202815,Wordsof76202815,tweet
ReneeWadeSD,FedEx,non tweet
NULYP,naturbanleague,non tweet
PlbrandC,PlbrandC,tweet
JoeBobMr,JoeBobMr,tweet
MessianicBelief,ThraxBig,non tweet
MessianicBelief,Melvin_Malonga,non tweet
MessianicBelief,mootzyu,non tweet
MessianicBelief,EmmaLangevinXO,non tweet
JoeBobMr,KPRC2,non tweet
thekwameguy,thekwameguy,tweet
sam_oputa,sam_oputa,tweet
sam_oputa,sam_oputa,tweet
jeffsiegel,jeffsiegel,tweet
historydavis,sexinghistory,non tweet
MissionaryBLMM,BIDEN,non tweet
MissionaryBLMM,BillClinton,non tweet
MissionaryBLMM,SenKamalaHarris,non tweet
MissionaryBLMM,KamalaHarris,non tweet
sam_oputa,sam_oputa,tweet
ReformationDC,SESynod,non tweet
sam_oputa,sam_oputa,tweet
sam_oputa,sam_oputa,tweet
Dasqrd,Dasqrd,tweet
VonCroBead,realdlhughley,non tweet
VonCroBead,MrbullB,non tweet
VonCroBead,get_repost,non tweet
DaddyDoggo5,Blklivesmatter,non tweet
pumpthosebrks,pumpthosebrks,tweet
Boweevabeatz,Boweevabeatz,tweet
AVALANCHE_RAP,AVALANCHE_RAP,tweet
suevisa,MsBeeCount,non tweet
suevisa,DavidAFrench,non tweet
dt8k,dt8k,tweet
Yeesi79113794,realDonaldTrump,non tweet
drtraylor,drtraylor,tweet
UrbanTake_001,UrbanTake_001,tweet
AVALANCHE_RAP,AVALANCHE_RAP,tweet
KimBrame,KimBrame,tweet
kaitlinismydad,jojosiwanator15,non tweet
6p9kToMUuJMMOq1,6p9kToMUuJMMOq1,tweet
ivey_mcclelland,homegypsy,non tweet
GawainCampion,GawainCampion,tweet
sam_oputa,sam_oputa,tweet
sasysona7,sasysona7,tweet
chopinc33,RepAlGreen,non tweet
PeaceSerenity7,PeaceSerenity7,tweet
