source,target,content
esenga4,realDonaldTrump,non tweet
TheVastardEnd,TheVastardEnd,tweet
KonjoHealth,Lrihendry,non tweet
urbesgoo,urbesgoo,tweet
CatannSorensic,CatannSorensic,tweet
LadieTee7,TheRevAl,non tweet
LadieTee7,RepKarenBass,non tweet
QuakerProgress,QuakerProgress,tweet
eternalyoonbi,eternalyoonbi,tweet
downwithchomo,chonmosley,non tweet
ridl_y,ridl_y,tweet
logonorblastoff,logonorblastoff,tweet
Kri5p13,InfinityWard,non tweet
Shrew_Ed,Shrew_Ed,tweet
ThomasJinLA,NYGovCuomo,non tweet
CrumbsForAll,olivier_patti,non tweet
CrumbsForAll,JDoza1,non tweet
CrumbsForAll,Hickenlooper,non tweet
CrumbsForAll,Romanoff2020,non tweet
SocialMeTexas,SocialMeTexas,tweet
dannyomokha,dannyomokha,tweet
CageOmen,CageOmen,tweet
KenSirkin_7795,DaveedDiggs,non tweet
WEARE1TV,WEARE1TV,tweet
JaMericanRose,brucewayne5687,non tweet
cockneycampaign,BillboBagginsX,non tweet
cockneycampaign,brexit_sham,non tweet
cockneycampaign,JonBonesStones,non tweet
cockneycampaign,VanityFair,non tweet
cockneycampaign,Conservatives,non tweet
ArcaddTV,ArcaddTV,tweet
MPVlassis,LewisHamilton,non tweet
LilBirdCreates,NBCNews,non tweet
jmp022871,jmp022871,tweet
NeelPatne,KaitMarieox,non tweet
LogicWild,LogicWild,tweet
BWUnitedYEG,BWUnitedYEG,tweet
hotbuttahhh,hotbuttahhh,tweet
PeterGMitchell,PeelPolice,non tweet
PeterGMitchell,BonnieCrombie,non tweet
Hopeful_Lars,Hopeful_Lars,tweet
TheJessLyfe,TheJessLyfe,tweet
izquierdadiario,izquierdadiario,tweet
TheRewiredSoul,TheRewiredSoul,tweet
grierlawoffice,grierlawoffice,tweet
SenestraLo,emeric_bon,non tweet
joaquinuy,joaquinuy,tweet
aaronmyers,realDonaldTrump,non tweet
aaronmyers,michaeljackson,non tweet
AWagWithATale,StevijoPayne,non tweet
MunchkinDoom,MunchkinDoom,tweet
RockettRoger,parscale,non tweet
mpscombot,SteveBarclay,non tweet
mpscombot,GMAIL,non tweet
ALandisSr,ALandisSr,tweet
commaqueen58,TopsMarkets,non tweet
AlmightySonoxo,AlmightySonoxo,tweet
medic_armadillo,TaggartSlug,non tweet
medic_armadillo,JoshuaPotash,non tweet
ElijahManning,ElijahManning,tweet
CameronWhitten,CameronWhitten,tweet
AVALANCHE_RAP,AVALANCHE_RAP,tweet
TowYouth,TowYouth,tweet
blackresiliency,blackresiliency,tweet
ginaredux,ginaredux,tweet
tomasocarthaigh,tomasocarthaigh,tweet
_therealwinnie_,_therealwinnie_,tweet
kirasunshine,Oreo,non tweet
VTAlexandria,VTAlexandria,tweet
sapphiressun1,sapphiressun1,tweet
stevie__chanel,stevie__chanel,tweet
Airbender2020,Airbender2020,tweet
TcraigTj,TcraigTj,tweet
fatimamualima,fatimamualima,tweet
ScottTorrance,YouTube,non tweet
ScottTorrance,RhiannonGiddens,non tweet
ScottTorrance,YoYo_Ma,non tweet
SuperheroLife,Neverbowtomobs,non tweet
SuperheroLife,TimMurtaugh,non tweet
choganvz,choganvz,tweet
terwiterwoo11,racisminUKedu,non tweet
terwiterwoo11,SuttonCouncil,non tweet
terwiterwoo11,CognusLimited,non tweet
terwiterwoo11,educationgovuk,non tweet
DerekMa13042865,DerekMa13042865,tweet
Ashley60915447,taraswrId,non tweet
Ashley60915447,ColbyBrock,non tweet
Ashley60915447,ColbyBrock,non tweet
MagenG123,MagenG123,tweet
JeffFromNH,JeffFromNH,tweet
MatthiasLalisse,MatthiasLalisse,tweet
bls1969,dcpublicschools,non tweet
bls1969,redgrantlaughs,non tweet
MagazineMandiri,MagazineMandiri,tweet
PurePapua,PurePapua,tweet
JulianOmar1,JulianOmar1,tweet
FxBloodshed666,FxBloodshed666,tweet
MrKuchi,TheDemocrats,non tweet
MrKuchi,SenateDems,non tweet
MrKuchi,GOP,non tweet
MrKuchi,SenateGOP,non tweet
MrKuchi,SCOTUS,non tweet
MrKuchi,cnn,non tweet
MrKuchi,nytimes,non tweet
MrKuchi,washingtonpost,non tweet
snwflake_Hawaii,snwflake_Hawaii,tweet
KatieJelen,KatieJelen,tweet
perrierizzo,siadvance,non tweet
JulianOmar1,JulianOmar1,tweet
Brycetv1,Brycetv1,tweet
UncleObama_,estherk_k,non tweet
DonaldFrump,ResisterSis20,non tweet
DonaldFrump,FirenzeMike,non tweet
ronNcaphill,ronNcaphill,tweet
timothysw,timothysw,tweet
mindymadson,mindymadson,tweet
dacultureourbiz,dacultureourbiz,tweet
TheAngryDream,TheAngryDream,tweet
BeTheChampionUR,MissAnonimus,non tweet
BeTheChampionUR,OpDeathEaters,non tweet
hiiiiitaan,hiiiiitaan,tweet
grierlawoffice,grierlawoffice,tweet
DesiDaIsraelite,DesiDaIsraelite,tweet
CaldronPool,CaldronPool,tweet
InsipidGhost,InsipidGhost,tweet
silverdalepeds,silverdalepeds,tweet
SnowflakeTakes,SnowflakeTakes,tweet
silverdalepeds,silverdalepeds,tweet
darwin_got_this,darwin_got_this,tweet
emkahe12,emkahe12,tweet
OneAmerica01,minhtngo,non tweet
OneAmerica01,NYGovCuomo,non tweet
OneAmerica01,NewYorkStateAG,non tweet
selfbossllc,selfbossllc,tweet
kasvismafioso,kasvismafioso,tweet
EduardoFilipe38,EduardoFilipe38,tweet
ari_wavey,ari_wavey,tweet
sfali22,LewisHamilton,non tweet
sfali22,spinzbeatsinc,non tweet
ShaoliNSANE,ShaoliNSANE,tweet
sirena_frita,sirena_frita,tweet
thetalker21,thetalker21,tweet
LydiaMagyar,LydiaMagyar,tweet
michglez1,michglez1,tweet
threader,localboson,non tweet
threader,aetherlev,non tweet
mfoxxradio,mfoxxradio,tweet
ZULUMALE,JesseKellyDC,non tweet
ZULUMALE,willchamberlain,non tweet
ZULUMALE,Yale,non tweet
ZULUMALE,nypost,non tweet
clinton_wright,clinton_wright,tweet
SahibaSpeaks,SahibaSpeaks,tweet
karl_trotsky,Johnnypapa64,non tweet
karl_trotsky,Big_Al_1910,non tweet
karl_trotsky,kmasters57,non tweet
karl_trotsky,bobthehat,non tweet
karl_trotsky,giles11111,non tweet
karl_trotsky,RIKZ200,non tweet
karl_trotsky,takuk83,non tweet
karl_trotsky,ChrisWa70900717,non tweet
karl_trotsky,Mriahu46,non tweet
karl_trotsky,Speedybright,non tweet
karl_trotsky,cmmburch,non tweet
karl_trotsky,solelyflawed,non tweet
karl_trotsky,BlogRedRobin,non tweet
karl_trotsky,Corrrine,non tweet
karl_trotsky,katedodd3,non tweet
QuakerProgress,QuakerProgress,tweet
StrategicSteph,CRYPTOCURRBIT,non tweet
SteveSilent,SteveSilent,tweet
HooverGoober,HooverGoober,tweet
lisapollm,BMVI,non tweet
figureitoutppl,figureitoutppl,tweet
ToyaruthDiva,ToyaruthDiva,tweet
ChassisRadioPop,RomeluLukaku9,non tweet
SadeHinton2,SadeHinton2,tweet
4lifeShagg,realDonaldTrump,non tweet
4lifeShagg,senatemajldr,non tweet
4lifeShagg,LindseyGrahamSC,non tweet
4lifeShagg,ChrisCuomo,non tweet
BetsyRaderOH,BetsyRaderOH,tweet
DoNotPetMyDog,DoNotPetMyDog,tweet
nofilter1972,AttorneyCrump,non tweet
medic_armadillo,TaggartSlug,non tweet
medic_armadillo,JoshuaPotash,non tweet
medic_armadillo,realDonaldTrump,non tweet
lokforwardangel,lokforwardangel,tweet
UncleObama_,estherk_k,non tweet
Patrick_Mukunzi,Patrick_Mukunzi,tweet
darwin_got_this,darwin_got_this,tweet
DariaTorres,GivingCycle,non tweet
CoachStephG,CoachStephG,tweet
OrenzaSolomon,FreeWestPapua,non tweet
ZakriaCaan,LFC,non tweet
dandyvagabond,qblkcreatives,non tweet
dandyvagabond,QueerBlackGeeks,non tweet
MNMissy,MNMissy,tweet
nffernandez,Kaepernick7,non tweet
nffernandez,NFL,non tweet
nffernandez,nflcommish,non tweet
Dominqua2,DonaldJTrumpJr,non tweet
Pascal14908989,Pascal14908989,tweet
_whothattt,_whothattt,tweet
VJAdamBlack,VJAdamBlack,tweet
KylePhoto,KylePhoto,tweet
805Hohr,805Hohr,tweet
pick_progress,pick_progress,tweet
lilagarcia96,SpeakerPelosi,non tweet
Mojogayle,RomeluLukaku9,non tweet
MurrayInc101,NYGovCuomo,non tweet
MurrayInc101,NYPDShea,non tweet
MurrayInc101,NYPDnews,non tweet
MurrayInc101,NYPDDetectives,non tweet
NyaksandChels,NyaksandChels,tweet
DamiNick124,DamiNick124,tweet
hafousa__,hafousa__,tweet
itisonlymac,austin_showtime,non tweet
itisonlymac,buckyp_,non tweet
itisonlymac,DomVisuals,non tweet
oornstein,FatimaFaid,non tweet
oornstein,mickvanwely,non tweet
MrKuchi,TheDemocrats,non tweet
MrKuchi,SenateDems,non tweet
MrKuchi,GOP,non tweet
MrKuchi,SenateGOP,non tweet
MrKuchi,SCOTUS,non tweet
MrKuchi,cnn,non tweet
MrKuchi,nytimes,non tweet
MrKuchi,washingtonpost,non tweet
AustinWater1,AustinWater1,tweet
nffernandez,Kaepernick7,non tweet
MistuhJ_5,MistuhJ_5,tweet
silverback_____,silverback_____,tweet
DhLadylaw,indystar,non tweet
SidsmomJen,SidsmomJen,tweet
anchorunionSF,anchorunionSF,tweet
gayfatinrights,gayfatinrights,tweet
StonedColdJones,JoeBiden,non tweet
thekattalk,thekattalk,tweet
ChicChemist,ChicChemist,tweet
grierlawoffice,grierlawoffice,tweet
Hershterg,Hershterg,tweet
datjboi,datjboi,tweet
NahlahKarimah,louisvillemayor,non tweet
NahlahKarimah,DanielCameronAG,non tweet
NrgAdams,NrgAdams,tweet
JaMericanRose,JaMericanRose,tweet
CanadaGoose411,CanadaGoose411,tweet
DLTCGYDMM66,DLTCGYDMM66,tweet
GaryFreedman16,GaryFreedman16,tweet
SingleScalpel,SingleScalpel,tweet
yuhmiche,yuhmiche,tweet
sbaumgartner94,danpatrickegan,non tweet
Zitronentee_,chesscom,non tweet
JoaoJaques77,BasedPoland,non tweet
OhSoFrieda,OhSoFrieda,tweet
CzebotarJessie,CzebotarJessie,tweet
Slnt_cartogrphr,Slnt_cartogrphr,tweet
TomRoughneck,TomRoughneck,tweet
SamSpee39077935,SamSpee39077935,tweet
taoninoG,taoninoG,tweet
DoNotPetMyDog,DoNotPetMyDog,tweet
tamara_bozovic,tamara_bozovic,tweet
itsamyegan,itsamyegan,tweet
pfrogcx,Q17Boom,non tweet
pfrogcx,PhilArballo2020,non tweet
pfrogcx,AdamParkhomenko,non tweet
pfrogcx,NunesAlt,non tweet
pfrogcx,DevinCow,non tweet
ForeverFields1,ForeverFields1,tweet
BTs4me,BTs4me,tweet
KevinKnocke,KevinKnocke,tweet
Msbitch2use,Msbitch2use,tweet
TomRoughneck,TomRoughneck,tweet
lowe110711,lowe110711,tweet
EvansJoanie,GayGames,non tweet
Theredheadket,Acyn,non tweet
dravensghost,DonaldJTrumpJr,non tweet
KMGVictoria,KMGVictoria,tweet
strykr126,strykr126,tweet
dravensghost,dravensghost,tweet
calobiestonto,ColumbusPolice,non tweet
EdmondD32645569,EdmondD32645569,tweet
BeingWhiteIsGr8,BeingWhiteIsGr8,tweet
bugeyedoyle,realDonaldTrump,non tweet
Hahafun68110275,Hahafun68110275,tweet
calij617,calij617,tweet
DWilbury,DWilbury,tweet
YBFAB2020,YBFAB2020,tweet
UncleObama_,UncleObama_,tweet
hrdlckwmn,hrdlckwmn,tweet
_gdayy,_gdayy,tweet
MrNixonsWife,MrNixonsWife,tweet
JLeonLove,Luketuc57920589,non tweet
JLeonLove,Hozat1_,non tweet
JLeonLove,NoConsentBoxing,non tweet
JLeonLove,AsylumTommy,non tweet
JLeonLove,jordaaaaaay,non tweet
JLeonLove,sc03588788,non tweet
Mietye_PA,Mietye_PA,tweet
paigemrw,paigemrw,tweet
iammikedup,iammikedup,tweet
anaelisafoto,anaelisafoto,tweet
1998Lpez,_Mister_10,non tweet
1998Lpez,superzetacp,non tweet
FunnyFaceKing,RepSusanDavis,non tweet
UmbertoNew,UmbertoNew,tweet
DSBacker,TrueKofi,non tweet
DSBacker,XavierWoodsPhD,non tweet
DSBacker,WWEBigE,non tweet
ecervantesp,Acosta,non tweet
blackstewey90,LostInSpace556,non tweet
MimiTexasAngel,MimiTexasAngel,tweet
SGV_STARK,realDonaldTrump,non tweet
envyBONITAmo,envyBONITAmo,tweet
We_R_Blockchain,__its_amz__,non tweet
JessicaMeyrick_,raisely,non tweet
JoshuaKewish,JoshuaKewish,tweet
kenyaizm,kenyaizm,tweet
LilMoshie,LilMoshie,tweet
TruthTeller1125,Harlan,non tweet
swshen66,YouTube,non tweet
1meechy_,1meechy_,tweet
emmienortonx,emmienortonx,tweet
HANAUser,realDonaldTrump,non tweet
HANAUser,CharlesMBlow,non tweet
BlakeRossNY,BlakeRossNY,tweet
atack_jon,atack_jon,tweet
offfuck_brodie,offfuck_brodie,tweet
BFedNYU,BFedNYU,tweet
John37121750,CJ65586038,non tweet
John37121750,Mr_Sdot_Johnson,non tweet
John37121750,MinneapolisPD,non tweet
blckgrlunbthrd,blckgrlunbthrd,tweet
funnyogbolor,josh2funny,non tweet
funnyogbolor,yemialadee,non tweet
funnyogbolor,Harpic_ng,non tweet
BlackDuchesse,BlackDuchesse,tweet
Satisfies69,NYPDnews,non tweet
Satisfies69,lapdhq,non tweet
Satisfies69,LMPD,non tweet
Satisfies69,cbsnews,non tweet
Satisfies69,cnnpolitics,non tweet
DrSamiSchalk,DrSamiSchalk,tweet
Xiuhcoatlll,Xiuhcoatlll,tweet
uramimatarou072,uramimatarou072,tweet
figureitoutppl,Andy,non tweet
UncleObama_,gardnerneil094,non tweet
seraph_six,ACLU,non tweet
RachelRyan_,RachelRyan_,tweet
thoughts_lunch,tedlieu,non tweet
beautiwell,garnierUSA,non tweet
grierlawoffice,grierlawoffice,tweet
MrWcplantation,ava,non tweet
MrWcplantation,LAist,non tweet
DesmondCraddock,DesmondCraddock,tweet
juken_n_jiven,CarmineSabia,non tweet
KingNavoh,KingNavoh,tweet
ChiTownCheese,ChiTownCheese,tweet
ChefTsonton,ErrolWebber,non tweet
ChefTsonton,DeAnna4Congress,non tweet
Faraz_Hasani,Faraz_Hasani,tweet
IAnnPower,IAnnPower,tweet
AsipofDaj_,AsipofDaj_,tweet
1antiracist,Scout_Finch,non tweet
1antiracist,MICHAEL72094836,non tweet
1antiracist,DemFromCT,non tweet
dravensghost,DonaldJTrumpJr,non tweet
sk_nagra,sk_nagra,tweet
ReelProduction1,ReelProduction1,tweet
Gather_theRoses,Gather_theRoses,tweet
aim4_83,LewisHamilton,non tweet
aim4_83,spinzbeatsinc,non tweet
MentallyGrowing,shanedawson,non tweet
MentallyGrowing,JeffreeStar,non tweet
mista1hunnid,mista1hunnid,tweet
LambaRad,ucdavis,non tweet
LambaRad,UCDavisHealth,non tweet
uramimatarou072,uramimatarou072,tweet
SecretSqu1rrel6,labour,non tweet
lorettafaucher,lorettafaucher,tweet
thatGHengineer,peacefmonline,non tweet
thatGHengineer,PulseGhana,non tweet
thatGHengineer,tv3_ghana,non tweet
thatGHengineer,GHOneTV,non tweet
thatGHengineer,petrocomgh,non tweet
thatGHengineer,JoyFmNews,non tweet
TheFestVoice,TheFestVoice,tweet
SKELETON_BLOOD_,SKELETON_BLOOD_,tweet
terwiterwoo11,racisminUKedu,non tweet
terwiterwoo11,SuttonCouncil,non tweet
terwiterwoo11,from_sutton,non tweet
terwiterwoo11,educationgovuk,non tweet
TheJuiceFather,TheJuiceFather,tweet
misslori,misslori,tweet
dravensghost,dravensghost,tweet
NewsToter,NewsToter,tweet
clubdejazzradio,clubdejazzradio,tweet
truthdiviner,Jwheels_74,non tweet
UncleObama_,guaricha2001,non tweet
UncleObama_,talkRADIO,non tweet
fsmith827,LMUDoctoral,non tweet
taha_wasiq,Blklivesmatter,non tweet
MystSanity19,MystSanity19,tweet
mpscombot,Laura__Farris,non tweet
mpscombot,GMAIL,non tweet
Dartagnan1986,Dartagnan1986,tweet
LA_StudentsDsrv,LA_StudentsDsrv,tweet
orangeosuyeoj,AmyMcGrathKY,non tweet
orangeosuyeoj,senatemajldr,non tweet
orangeosuyeoj,MoscowMitch,non tweet
orangeosuyeoj,TheDemCoalition,non tweet
orangeosuyeoj,TheDemocrats,non tweet
TinoAyee,AttorneyCrump,non tweet
DeksJay,jack,non tweet
whatsabudget,whatsabudget,tweet
USFreedom4Ever,USFreedom4Ever,tweet
desibjones,desibjones,tweet
EdmondD32645569,realDonaldTrump,non tweet
EdmondD32645569,SaltyCracker9,non tweet
EdmondD32645569,RealCandaceO,non tweet
EdmondD32645569,timcast,non tweet
EdmondD32645569,hodgetwins,non tweet
EdmondD32645569,Tinaforte7,non tweet
OhSoFrieda,OhSoFrieda,tweet
sersisyang,sersisyang,tweet
RDS91856741,biotechusa2020,non tweet
grierlawoffice,grierlawoffice,tweet
GoodVib50038413,Yale,non tweet
Qreepz,justnice325,non tweet
Londonbrand_C,Londonbrand_C,tweet
MrsMFT,MrsMFT,tweet
lokforwardangel,lokforwardangel,tweet
RLTraveler,RLTraveler,tweet
Twtcapt,Twtcapt,tweet
SanDiegoCNP,VENTURASHERIFF,non tweet
SanDiegoCNP,VenturaDAOffice,non tweet
Satisfies69,NYPDnews,non tweet
Satisfies69,lapdhq,non tweet
Satisfies69,LMPD,non tweet
Satisfies69,cbsnews,non tweet
Satisfies69,cnnpolitics,non tweet
RuthUndercover,ClaudiaStellar,non tweet
RuthUndercover,MenseThorsten,non tweet
RuthUndercover,ARTEde,non tweet
xthedeadx1,xthedeadx1,tweet
blondejoev,blondejoev,tweet
mndsofmine,mndsofmine,tweet
Khaltibesara,Khaltibesara,tweet
EricSoucyMTL,EricSoucyMTL,tweet
ZayidBaba,ZayidBaba,tweet
MrWcplantation,Tre_thoven,non tweet
MrWcplantation,KingJames,non tweet
Alnikhaili,Alnikhaili,tweet
AdrianaHlobo,AdrianaHlobo,tweet
saccityexpress,saranevisphoto,non tweet
saccityexpress,SacCityCollege,non tweet
saccityexpress,decarceratesac,non tweet
saccityexpress,genderhealthsac,non tweet
camancher2012,camancher2012,tweet
MrWcplantation,KingJames,non tweet
MrWcplantation,ava,non tweet
StrategicSteph,CRYPTOCURRBIT,non tweet
radioturquesa,radioturquesa,tweet
infoturquesa,infoturquesa,tweet
palomadoss,palomadoss,tweet
marsannegolsby,marsannegolsby,tweet
bipboppityy,bipboppityy,tweet
sweetpforpeace,JoeBiden,non tweet
sweetpforpeace,michele_walford,non tweet
Alnikhaili,Alnikhaili,tweet
lizamcg_,lizamcg_,tweet
F36397341,F36397341,tweet
MikeCastelli92,zerohedge,non tweet
MikeCastelli92,chicagosmayor,non tweet
MikeCastelli92,DickDurbin,non tweet
MikeCastelli92,JBPritzker,non tweet
MikeCastelli92,SenDuckworth,non tweet
cowboytexas,cowboytexas,tweet
ungodlyjungkook,ungodlyjungkook,tweet
MrWcplantation,common,non tweet
MrWcplantation,octaviaspencer,non tweet
MrWcplantation,KingJames,non tweet
MrWcplantation,TiffanyHaddish,non tweet
MrWcplantation,mavcarter,non tweet
hey_midge,sltrib,non tweet
gravitybomb1,gravitybomb1,tweet
SkyD1vingNun,SkyD1vingNun,tweet
AnotherOldSong,AnotherOldSong,tweet
fataborgana,fataborgana,tweet
djfizzuk,Eaasy_Ents,non tweet
RCbot,RCbot,tweet
LuceLaw,ktnote,non tweet
LuceLaw,cmscoltspta,non tweet
LuceLaw,cmscoltspta,non tweet
LuceLaw,GCISD,non tweet
LuceLaw,Carrollisd,non tweet
LuceLaw,SLCDragonMedia,non tweet
LuceLaw,activism_club,non tweet
xoshannonyvonne,xoshannonyvonne,tweet
rsaamodt1,Alyssa_Milano,non tweet
MathewHulbert,MathewHulbert,tweet
RozCasterly,RozCasterly,tweet
EldritchDream,EldritchDream,tweet
marwan_abe,marwan_abe,tweet
beelasn_c,hippocrates16,non tweet
beelasn_c,Earlofavon1,non tweet
beelasn_c,GoGetTony,non tweet
beelasn_c,darcybbc,non tweet
beelasn_c,AyoCaesar,non tweet
beelasn_c,OwenJones84,non tweet
1966Jla,OzzyOsbourne,non tweet
exposing_NENSL,exposing_NENSL,tweet
bonemunch3r,bonemunch3r,tweet
RachelRyan_,RachelRyan_,tweet
theblackexodus,LouisFarrakhan,non tweet
mei_hyo,mei_hyo,tweet
btshiteu_7,btshiteu_7,tweet
momof4boyz71,momof4boyz71,tweet
LoraineKlein,TikTokTrump_,non tweet
LoraineKlein,PersistentObsvr,non tweet
Such,Such,tweet
_Nyiko_,_Nyiko_,tweet
DSKYunltd1,DSKYunltd1,tweet
471Global,471Global,tweet
471Global,YouTube,non tweet
Nowwutdotcom,Nowwutdotcom,tweet
jessica_troiaNJ,jessica_troiaNJ,tweet
michael75205,JoeBiden,non tweet
michael75205,realDonaldTrump,non tweet
michael75205,KeishaBottoms,non tweet
michael75205,PressSec,non tweet
michael75205,TheRevAl,non tweet
grierlawoffice,grierlawoffice,tweet
addiedayo,addiedayo,tweet
Bubbabullybear,ChrisMurphyCT,non tweet
Bubbabullybear,LateBloomer111,non tweet
mnxmoosi,mnxmoosi,tweet
screaminmg,screaminmg,tweet
seita8402,seita8402,tweet
rettamarie62,rettamarie62,tweet
TedGrunewald,rpogrebin,non tweet
TedGrunewald,AMNH,non tweet
1_elani,1_elani,tweet
toofastclothing,resauvi,non tweet
Satisfies69,NYPDnews,non tweet
Satisfies69,lapdhq,non tweet
Satisfies69,LMPD,non tweet
Satisfies69,cbsnews,non tweet
Satisfies69,cnnpolitics,non tweet
PurePapua,PurePapua,tweet
GeekyPoliWonk,GavinNewsom,non tweet
RlyGoingWThat,thegoodgodabove,non tweet
RlyGoingWThat,texasroadhouse,non tweet
jolluxhart,twintrace,non tweet
sbaumgartner94,benandjerrys,non tweet
v_shakthi,v_shakthi,tweet
Meredit05881052,realDonaldTrump,non tweet
Meredit05881052,TeamTrump,non tweet
56blackcat,thatsdstarkstv,non tweet
BronxSpirit,BronxSpirit,tweet
theatlantavoice,KyrieIrving,non tweet
theatlantavoice,Symone_Stanley,non tweet
theatlantavoice,TheMacyMarie,non tweet
theatlantavoice,anfpat_,non tweet
theatlantavoice,PictureMane,non tweet
Chis_and_Sid,Chis_and_Sid,tweet
luciojpfilho,luciojpfilho,tweet
photoincubator,photoincubator,tweet
guavate86,guavate86,tweet
gailhamby,gailhamby,tweet
George00694686,George00694686,tweet
v_shakthi,v_shakthi,tweet
RaiseUptheSouth,RaiseUptheSouth,tweet
marching201516,marching201516,tweet
rIVerseLive,rIVerseLive,tweet
socialslytherin,socialslytherin,tweet
RISAJENKO,RISAJENKO,tweet
Adellelin,hackaday,non tweet
CJKnightmare95,CJKnightmare95,tweet
RAINBOWBLAK,lustjihoon,non tweet
PistolAtkins,PistolAtkins,tweet
TheDeau,TheDeau,tweet
NULYP,nulyp,non tweet
OldMainBell,OldMainBell,tweet
Mzintelligent1,Mzintelligent1,tweet
jolluxhart,jolluxhart,tweet
TheOklahoman_,OKRelig,non tweet
UnitedChurch,UnitedChurch,tweet
KRIS55533282,lami39_,non tweet
MBowen619,MBowen619,tweet
Bardicvoice,HBO,non tweet
grizeIdablanco,grizeIdablanco,tweet
asdfasdfshutup,asdfasdfshutup,tweet
toriaanna,Conservatives,non tweet
izquierdawebcr,izquierdawebcr,tweet
WithDaughters,PattyArquette,non tweet
WithDaughters,alexisohanian,non tweet
WithDaughters,glennkirschner2,non tweet
WithDaughters,RoArquette,non tweet
WithDaughters,DanPriceSeattle,non tweet
WithDaughters,RonanFarrow,non tweet
WithDaughters,deray,non tweet
Wrangle_Podcast,Wrangle_Podcast,tweet
lionwhotweets,CNN,non tweet
bleou_oceane,Dems100,non tweet
HealthHygeia,HealthHygeia,tweet
AprelTaiwo,AprelTaiwo,tweet
Hellbeastly,realDonaldTrump,non tweet
Tr1AL11,Tr1AL11,tweet
pattybarrue,pattybarrue,tweet
tauruslwright,nytvideo,non tweet
DickMackintosh,YouTube,non tweet
UDagoth,UDagoth,tweet
taha_wasiq,taha_wasiq,tweet
UDagoth,atrupar,non tweet
kylesshortcuts,kylesshortcuts,tweet
ItzTatiana,ItzTatiana,tweet
trapholizaynews,trapholizaynews,tweet
dog884,Essence,non tweet
figureitoutppl,andrewkimmel,non tweet
RAFAELA_RIGO_,RAFAELA_RIGO_,tweet
von_battenberg,von_battenberg,tweet
DjKraven2104,llcoolj,non tweet
EngKelvin3,EngKelvin3,tweet
__calliee__,__calliee__,tweet
Nanagirl517,EthanDolan,non tweet
Nanagirl517,GraysonDolan,non tweet
Nanagirl517,Wakeheart,non tweet
medic_armadillo,TaggartSlug,non tweet
medic_armadillo,JoshuaPotash,non tweet
medic_armadillo,realDonaldTrump,non tweet
MimiTexasAngel,MimiTexasAngel,tweet
austinrspence,djaycameron,non tweet
Talisman_Ist,canisikiIan,non tweet
Talisman_Ist,TabaSakal,non tweet
THiCKMEAT__,THiCKMEAT__,tweet
MannyJRamirez,MannyJRamirez,tweet
jenncrrll,jenncrrll,tweet
Xavier76100,BalanceTonMedia,non tweet
UpfrontCunt,UpfrontCunt,tweet
wsocfj,ProjectLincoln,non tweet
jakeellz,jakeellz,tweet
mcjulie,mcjulie,tweet
BetsySiwula,BetsySiwula,tweet
jessica_troiaNJ,jessica_troiaNJ,tweet
dravensghost,DonaldJTrumpJr,non tweet
WeProtestByGK,AlaskaAir,non tweet
dpclinch,YouTube,non tweet
MimiTexasAngel,MimiTexasAngel,tweet
mangoluffy,lakeworthbeachfl,non tweet
ATrulyFan,ATrulyFan,tweet
Mooo2u2,Mooo2u2,tweet
FluffySays,DavedashAshe,non tweet
FluffySays,AttorneyCrump,non tweet
FluffySays,SFutorian,non tweet
glyniswozniak,glyniswozniak,tweet
photoincubator,photoincubator,tweet
grierlawoffice,grierlawoffice,tweet
evb66,evb66,tweet
SomeDudeChill1n,SomeDudeChill1n,tweet
educationpalmer,educationpalmer,tweet
DimascioMarie,VP,non tweet
BeTheChampionUR,OpDeathEaters,non tweet
THISNowUSA,RealCandaceO,non tweet
arnaecia,arnaecia,tweet
tmderrickson,tmderrickson,tweet
ryzwaniqbal,Ramonepalmore,non tweet
ryzwaniqbal,MimiMala1,non tweet
ryzwaniqbal,PeaceonTheSTREE,non tweet
radiondadurto,radiondadurto,tweet
KyriDeer,TheProtogem,non tweet
the_Tabloids,the_Tabloids,tweet
arch_blond,arch_blond,tweet
mel_med_larson,mel_med_larson,tweet
xoxo_ciaira,xoxo_ciaira,tweet
hempforfood,hempforfood,tweet
AJKirsch,CTFletcherISYMF,non tweet
AJKirsch,Twitch,non tweet
AJKirsch,PeoplesBreakOak,non tweet
DrZaiusGoD,Mike_Pence,non tweet
DrZaiusGoD,jasoninthehouse,non tweet
sanosbo1,SubZeroPoet,non tweet
MariaJernigan5,MariaJernigan5,tweet
JasonBlocker6,99freemind,non tweet
JasonBlocker6,shellielopez,non tweet
InspireMe2great,InspireMe2great,tweet
sixfootslim13,sixfootslim13,tweet
AndreasNiess,ANiklaus4,non tweet
AndreasNiess,SEP_US,non tweet
LuisMcCrea,LuisMcCrea,tweet
mpscombot,sarahjolney1,non tweet
mpscombot,GMAIL,non tweet
MyBlingRoom,NYPD,non tweet
MyBlingRoom,NYGovCuomo,non tweet
MyBlingRoom,MSNBC,non tweet
MyBlingRoom,NBCNews,non tweet
MyBlingRoom,CBSNews,non tweet
MyBlingRoom,CNN,non tweet
MyBlingRoom,ABC,non tweet
MyBlingRoom,NY1,non tweet
MyBlingRoom,nytimes,non tweet
GossipChelle,louisvillemayor,non tweet
JosemaPorras,JosemaPorras,tweet
liberalunmasker,liberalunmasker,tweet
