,Datetime,Text,TextCleaned,flag,Language,FilteredTweet,TokenizedTweet,LemmatizedTweet,ToxicityScore
10909,2020-06-21,"Local Human makes donating easy ✅ 

One shirt purchased = $15 donated equally to Campaign Zero, the United Negro College Fund, and the National Fair Housing Alliance.
.
.
.
.
.
.
#giveback #blacklivesmatter #BLM #allblacklivesmatter #ablm #LA #Losangeles #charger #lachargers # https://t.co/ylwvWah9OH",local human makes donating easy one shirt purchased donated equally campaign zero united negro college fund national fair housing alliance ,1,en,"['local', 'human', 'makes', 'donating', 'easy', 'one', 'shirt', 'purchased', 'donated', 'equally', 'campaign', 'zero', 'united', 'negro', 'college', 'fund', 'national', 'fair', 'housing', 'alliance']","[('local', 'JJ'), ('human', 'NN'), ('makes', 'VBZ'), ('donating', 'VBG'), ('easy', 'JJ'), ('one', 'CD'), ('shirt', 'NN'), ('purchased', 'VBD'), ('donated', 'VBN'), ('equally', 'RB'), ('campaign', 'NN'), ('zero', 'NN'), ('united', 'JJ'), ('negro', 'JJ'), ('college', 'NN'), ('fund', 'NN'), ('national', 'JJ'), ('fair', 'JJ'), ('housing', 'NN'), ('alliance', 'NN')]", local human make donate easy one shirt purchase donate equally campaign zero united negro college fund national fair housing alliance,0.53490317
10910,2020-06-21,"Statues with links to colonialism and slavery have been defaced or toppled in the US and Europe amid #BlackLivesMatter anti-racism protests following the police killing of #GeorgeFloyd last month.
 
What is the impact of toppling these statues?
 
https://t.co/37CL4LeU4n",statues links colonialism slavery defaced toppled us europe amid antiracism protests following police killing last month impact toppling statues ,1,en,"['statues', 'links', 'colonialism', 'slavery', 'defaced', 'toppled', 'europe', 'amid', 'antiracism', 'protests', 'following', 'police', 'killing', 'last', 'month', 'impact', 'toppling', 'statues']","[('statues', 'NNS'), ('links', 'NNS'), ('colonialism', 'NN'), ('slavery', 'NN'), ('defaced', 'VBD'), ('toppled', 'VBN'), ('europe', 'NN'), ('amid', 'IN'), ('antiracism', 'NN'), ('protests', 'NNS'), ('following', 'VBG'), ('police', 'NN'), ('killing', 'VBG'), ('last', 'JJ'), ('month', 'NN'), ('impact', 'NN'), ('toppling', 'VBG'), ('statues', 'NNS')]", statue link colonialism slavery deface topple europe amid antiracism protest follow police kill last month impact topple statue,0.240369
10911,2020-06-21,"Bring it down.... https://t.co/OWFBwoBxXk

#racism #racist #blm #BlackLivesMatter #church #news @CNNbelief @RNS #change #BREAKING #break_the_silence",bring ,1,en,['bring'],"[('bring', 'NN')]", bring,0.0442069
10912,2020-06-21,"A collective statement from the Cheer Leader’s Alliance and black cheer professionals in the industry. 

It’s time for change!! Lets rally behind diversity, equity and inclusion” #BlackLivesMatter  

Created by: Veronica Burton

https://t.co/NppZDevzea",collective statement cheer leader’s alliance black cheer professionals industry it’s time change lets rally behind diversity equity inclusion” created veronica burton ,1,en,"['collective', 'statement', 'cheer', 'leader', 'alliance', 'black', 'cheer', 'professionals', 'industry', 'time', 'change', 'lets', 'rally', 'behind', 'diversity', 'equity', 'inclusion', 'created', 'veronica', 'burton']","[('collective', 'JJ'), ('statement', 'NN'), ('cheer', 'NN'), ('leader', 'NN'), ('alliance', 'NN'), ('black', 'JJ'), ('cheer', 'NN'), ('professionals', 'NNS'), ('industry', 'NN'), ('time', 'NN'), ('change', 'NN'), ('lets', 'VBZ'), ('rally', 'RB'), ('behind', 'IN'), ('diversity', 'NN'), ('equity', 'NN'), ('inclusion', 'NN'), ('created', 'VBD'), ('veronica', 'CD'), ('burton', 'NN')]", collective statement cheer leader alliance black cheer professional industry time change let rally behind diversity equity inclusion create veronica burton,0.23989534
10913,2020-06-21,@startingover70 @RuthTausz Don't see what the big deal is. Couldn't care less if any of the Sports come back. And that goes DOUBLE for @NASCAR....driving that Terrorist Organization #BlackLivesMatter CAR!!! And demanding a Southern Pride flag be removed. So long...SPORTS!!! https://t.co/Roo9OpEsGb,dont see big deal couldnt care less sports come back goes double terrorist organization car demanding southern pride flag removed longsports ,1,en,"['dont', 'see', 'big', 'deal', 'couldnt', 'care', 'less', 'sports', 'come', 'back', 'goes', 'double', 'terrorist', 'organization', 'car', 'demanding', 'southern', 'pride', 'flag', 'removed', 'longsports']","[('dont', 'NN'), ('see', 'VBP'), ('big', 'JJ'), ('deal', 'NN'), ('couldnt', 'NN'), ('care', 'NN'), ('less', 'CC'), ('sports', 'NNS'), ('come', 'VBP'), ('back', 'RB'), ('goes', 'VBZ'), ('double', 'JJ'), ('terrorist', 'JJ'), ('organization', 'NN'), ('car', 'NN'), ('demanding', 'VBG'), ('southern', 'JJ'), ('pride', 'NN'), ('flag', 'NN'), ('removed', 'VBD'), ('longsports', 'NNS')]", dont see big deal couldnt care le sport come back go double terrorist organization car demand southern pride flag remove longsports,0.40332714
10914,2020-06-21,"@Lady_Star_Gem @lauraapollo I wonder if that maga hat he's clutching was a free souvenir from the many extras they had laying around.
#bunkerbabytrump #BlackLivesMatter #BlackWallStreet",wonder maga hat hes clutching free souvenir many extras laying around ,1,en,"['wonder', 'maga', 'hat', 'hes', 'clutching', 'free', 'souvenir', 'many', 'extras', 'laying', 'around']","[('wonder', 'NN'), ('maga', 'NN'), ('hat', 'WP'), ('hes', 'VBZ'), ('clutching', 'VBG'), ('free', 'JJ'), ('souvenir', 'NN'), ('many', 'JJ'), ('extras', 'NNS'), ('laying', 'VBG'), ('around', 'IN')]", wonder maga hat hes clutch free souvenir many extra lay around,0.21444932
10915,2020-06-21,#BlackLivesMatter member care to Answer a Question? I grew up in the South Never met a black person until I started school and I was not racist. But I was a little fellow Why do you insist on beating up people in groups of 4 or 5 against 1? Are You Animals or scared to fight?,member care answer question grew south never met black person started school racist little fellow insist beating people groups animals scared fight ,1,en,"['member', 'care', 'answer', 'question', 'grew', 'south', 'never', 'met', 'black', 'person', 'started', 'school', 'racist', 'little', 'fellow', 'insist', 'beating', 'people', 'groups', 'animals', 'scared', 'fight']","[('member', 'NN'), ('care', 'NN'), ('answer', 'IN'), ('question', 'NN'), ('grew', 'VBD'), ('south', 'RB'), ('never', 'RB'), ('met', 'VBN'), ('black', 'JJ'), ('person', 'NN'), ('started', 'VBD'), ('school', 'NN'), ('racist', 'NN'), ('little', 'JJ'), ('fellow', 'JJ'), ('insist', 'NN'), ('beating', 'VBG'), ('people', 'NNS'), ('groups', 'NNS'), ('animals', 'NNS'), ('scared', 'VBD'), ('fight', 'NN')]", member care answer question grow south never meet black person start school racist little fellow insist beat people group animal scar fight,0.5854516
10916,2020-06-21,"@TheAnfieldWrap Class, missed that earlier. He was so pumped and ready to go. Then he was like o yeah the game of thrones thing. #YNWA #BlackLivesMatter",class missed earlier pumped ready go like yeah game thrones thing ,1,en,"['class', 'missed', 'earlier', 'pumped', 'ready', 'like', 'yeah', 'game', 'thrones', 'thing']","[('class', 'NN'), ('missed', 'VBN'), ('earlier', 'RBR'), ('pumped', 'JJ'), ('ready', 'JJ'), ('like', 'IN'), ('yeah', 'JJ'), ('game', 'NN'), ('thrones', 'NNS'), ('thing', 'NN')]", class miss earlier pumped ready like yeah game throne thing,0.087366246
10917,2020-06-21,Walking empty &amp; boarded-up streets of #SoHo. Reflections on 2020 &amp; Hope for more just society  #BlackLivesMatter #SayTheirNames https://t.co/ORZV71dtZz,walking empty amp boardedup streets reflections amp hope society ,1,en,"['walking', 'empty', 'amp', 'boardedup', 'streets', 'reflections', 'amp', 'hope', 'society']","[('walking', 'VBG'), ('empty', 'JJ'), ('amp', 'NN'), ('boardedup', 'NN'), ('streets', 'NNS'), ('reflections', 'NNS'), ('amp', 'VBP'), ('hope', 'NN'), ('society', 'NN')]", walk empty amp boardedup street reflection amp hope society,0.3075717
10918,2020-06-21,What did you do for #BlackLivesMatter today? It's not over. https://t.co/JlwwbAu5J4,today ,1,en,['today'],"[('today', 'NN')]", today,0.024869746
10919,2020-06-21,"Anyone that supports #BlackLivesMatter and thinks the #RoyalFamily are a wonderful institution, needs to have a long hard look at history and themselves.
#dissolvethemonarchy 
#endtheroyalfamily 
#bye",anyone supports thinks wonderful institution needs long hard look history ,1,en,"['anyone', 'supports', 'thinks', 'wonderful', 'institution', 'needs', 'long', 'hard', 'look', 'history']","[('anyone', 'NN'), ('supports', 'VBZ'), ('thinks', 'NNS'), ('wonderful', 'JJ'), ('institution', 'NN'), ('needs', 'NNS'), ('long', 'JJ'), ('hard', 'JJ'), ('look', 'NN'), ('history', 'NN')]", anyone support think wonderful institution need long hard look history,0.07917997
10921,2020-06-21,"I think I can admit that the #BLACKLIVESMATTER IS A VERY IMPORTANT MOVEMENT for #JewishSupremacy.
We saw that #ArianaGrande&amp; #VictoriaJustice brands made business out of glorifying a black bandit while depreciating that white Adam who has given his love more than anyone else did https://t.co/eB23WmLP2E",think admit important movement saw brands made business glorifying black bandit depreciating white adam given love anyone else ,1,en,"['think', 'admit', 'important', 'movement', 'saw', 'brands', 'made', 'business', 'glorifying', 'black', 'bandit', 'depreciating', 'white', 'adam', 'given', 'love', 'anyone', 'else']","[('think', 'VB'), ('admit', 'NN'), ('important', 'JJ'), ('movement', 'NN'), ('saw', 'VBD'), ('brands', 'NNS'), ('made', 'VBN'), ('business', 'NN'), ('glorifying', 'VBG'), ('black', 'JJ'), ('bandit', 'NN'), ('depreciating', 'VBG'), ('white', 'JJ'), ('adam', 'NN'), ('given', 'VBN'), ('love', 'VBP'), ('anyone', 'NN'), ('else', 'RB')]", think admit important movement saw brand make business glorify black bandit depreciate white adam give love anyone else,0.33575827
10922,2020-06-21,"That's an absolute MUST WATCH for all of us, specially us #whitefolks!
If we want to have meaningful conversations now on #BlackLivesMatter we should at least know this: https://t.co/r9pMvbRc5R",thats absolute must watch us specially us want meaningful conversations least know ,1,en,"['thats', 'absolute', 'must', 'watch', 'specially', 'want', 'meaningful', 'conversations', 'least', 'know']","[('thats', 'NNS'), ('absolute', 'VBP'), ('must', 'MD'), ('watch', 'VB'), ('specially', 'RB'), ('want', 'JJ'), ('meaningful', 'JJ'), ('conversations', 'NNS'), ('least', 'JJS'), ('know', 'VBP')]", thats absolute must watch specially want meaningful conversation least know,0.07360523
10923,2020-06-21,"Painter Jeromyah Jones believes that the message of art is more important than the method, and it's influenced his entire mission as an artist: 

https://t.co/HbvVY185gQ #blacklivesmatter #blackartistsmatter #BlackArtist #blackart",painter jeromyah jones believes message art important method influenced entire mission artist ,1,en,"['painter', 'jeromyah', 'jones', 'believes', 'message', 'art', 'important', 'method', 'influenced', 'entire', 'mission', 'artist']","[('painter', 'NN'), ('jeromyah', 'NN'), ('jones', 'NNS'), ('believes', 'VBZ'), ('message', 'JJ'), ('art', 'NN'), ('important', 'JJ'), ('method', 'NN'), ('influenced', 'VBD'), ('entire', 'JJ'), ('mission', 'NN'), ('artist', 'NN')]", painter jeromyah jones believe message art important method influence entire mission artist,0.160916
10924,2020-06-21,"Who's ready for National Writing Day this week? 

One of our team members, @sirisvay, is hosting writing activities during the #BlackLivesMatter fundraising stream on her Twitch channel! 

Check out the info:
https://t.co/VRnViiEyGJ https://t.co/SaxTFJwnvf",whos ready national writing day week one team members hosting writing activities fundraising stream twitch channel check info ,1,en,"['whos', 'ready', 'national', 'writing', 'day', 'week', 'one', 'team', 'members', 'hosting', 'writing', 'activities', 'fundraising', 'stream', 'twitch', 'channel', 'check', 'info']","[('whos', 'NNS'), ('ready', 'JJ'), ('national', 'JJ'), ('writing', 'NN'), ('day', 'NN'), ('week', 'NN'), ('one', 'CD'), ('team', 'NN'), ('members', 'NNS'), ('hosting', 'VBG'), ('writing', 'VBG'), ('activities', 'NNS'), ('fundraising', 'VBG'), ('stream', 'NN'), ('twitch', 'NN'), ('channel', 'NN'), ('check', 'NN'), ('info', 'NN')]", who ready national writing day week one team member host write activity fundraise stream twitch channel check info,0.1074814
10925,2020-06-21,Can’t wait #BlackLivesMatter #FathersDay # https://t.co/qzU5xQDT5o,can’t wait ,1,en,['wait'],"[('wait', 'NN')]", wait,0.08336601
10926,2020-06-21,Lissen up. Direct from the streets of #Tulsa...   People say #BlackLivesMatter #TrumpPenceOutNow and down with the #TulsaTrumpRally #TrumpTulsaRally https://t.co/iyE93Gw4q0,lissen direct streets people say ,1,en,"['lissen', 'direct', 'streets', 'people', 'say']","[('lissen', 'NNS'), ('direct', 'JJ'), ('streets', 'NNS'), ('people', 'NNS'), ('say', 'VBP')]", lissen direct street people say,0.118293636
10927,2020-06-21,@nytimes They protect guilty white killers more than innocent black people! #BlackLivesMatter,protect guilty white killers innocent black people ,1,en,"['protect', 'guilty', 'white', 'killers', 'innocent', 'black', 'people']","[('protect', 'VB'), ('guilty', 'JJ'), ('white', 'JJ'), ('killers', 'NNS'), ('innocent', 'JJ'), ('black', 'JJ'), ('people', 'NNS')]", protect guilty white killer innocent black people,0.8123306
10928,2020-06-21,"Julius Jones is innocent. Don't let him be executed by the state of Oklahoma. - Sign the Petition!
#juliusjones 
#BlackLivesMatter
#DefundThePolice
https://t.co/bivkI4prOE 來自 @Change",julius jones innocent dont let executed state oklahoma sign petition 來自 ,1,en,"['julius', 'jones', 'innocent', 'dont', 'let', 'executed', 'state', 'oklahoma', 'sign', 'petition']","[('julius', 'NN'), ('jones', 'NNS'), ('innocent', 'JJ'), ('dont', 'JJ'), ('let', 'NN'), ('executed', 'VBN'), ('state', 'NN'), ('oklahoma', 'NN'), ('sign', 'NN'), ('petition', 'NN')]", julius jones innocent dont let execute state oklahoma sign petition,0.36120564
10929,2020-06-21,#BlackLivesMatter Love this! https://t.co/ZOkyQMlAFt,love ,1,en,['love'],"[('love', 'NN')]", love,0.05277206
10930,2020-06-21,"Got to say, the fact that @LewisHamilton is the only black @F1 driver and the only one to speak up about the #BlackLivesMatter movement other than a blackout insta post is shocking... He'll fight this to the hills as the face of his sport and so he should. But everyone should.",got say fact black driver one speak movement blackout insta post shocking hell fight hills face sport everyone ,1,en,"['got', 'say', 'fact', 'black', 'driver', 'one', 'speak', 'movement', 'blackout', 'insta', 'post', 'shocking', 'hell', 'fight', 'hills', 'face', 'sport', 'everyone']","[('got', 'NNS'), ('say', 'VBP'), ('fact', 'NN'), ('black', 'JJ'), ('driver', 'NN'), ('one', 'CD'), ('speak', 'NN'), ('movement', 'NN'), ('blackout', 'IN'), ('insta', 'JJ'), ('post', 'NN'), ('shocking', 'NN'), ('hell', 'NN'), ('fight', 'NN'), ('hills', 'NNS'), ('face', 'VBP'), ('sport', 'NN'), ('everyone', 'NN')]", got say fact black driver one speak movement blackout insta post shocking hell fight hill face sport everyone,0.4896084
10931,2020-06-21,#ElijahMcClain was unlawfully killed by police. He vomited several times and begged and apologized YET Denver police still used excessive force. #BlackLivesMatter https://t.co/IcBwKINdDn,unlawfully killed police vomited several times begged apologized yet denver police still used excessive force ,1,en,"['unlawfully', 'killed', 'police', 'vomited', 'several', 'times', 'begged', 'apologized', 'yet', 'denver', 'police', 'still', 'used', 'excessive', 'force']","[('unlawfully', 'RB'), ('killed', 'VBN'), ('police', 'NN'), ('vomited', 'VBD'), ('several', 'JJ'), ('times', 'NNS'), ('begged', 'VBN'), ('apologized', 'JJ'), ('yet', 'RB'), ('denver', 'JJ'), ('police', 'NN'), ('still', 'RB'), ('used', 'VBD'), ('excessive', 'JJ'), ('force', 'NN')]", unlawfully kill police vomit several time beg apologized yet denver police still use excessive force,0.5154597
10932,2020-06-21,"After Meeting with Norwalk NAACP, Area Police Chiefs–Including Wilton’s–Affirm ‘Black Lives Matter’: Read more, here... #gmw #wiltonct #localnews #ctnews #blacklivesmatter 
https://t.co/wNxr9WLu5H",meeting norwalk naacp area police chiefs–including wilton’s–affirm ‘black lives matter’ read ,1,en,"['meeting', 'norwalk', 'naacp', 'area', 'police', 'chiefs', 'including', 'wilton', 'affirm', 'black', 'lives', 'matter', 'read']","[('meeting', 'NN'), ('norwalk', 'NN'), ('naacp', 'IN'), ('area', 'NN'), ('police', 'NNS'), ('chiefs', 'VBD'), ('including', 'VBG'), ('wilton', 'NN'), ('affirm', 'NN'), ('black', 'JJ'), ('lives', 'VBZ'), ('matter', 'NN'), ('read', 'NN')]", meeting norwalk naacp area police chiefs include wilton affirm black live matter read,0.092699304
10934,2020-06-21,#bookerbeatsmitch An amazing advert for those who vote in #Kentucky. The Senate Majority Leader should be very very afraid. #BlackLivesMatter #BLM  https://t.co/Mu5T1ntkik,amazing advert vote senate majority leader afraid ,1,en,"['amazing', 'advert', 'vote', 'senate', 'majority', 'leader', 'afraid']","[('amazing', 'VBG'), ('advert', 'JJ'), ('vote', 'NN'), ('senate', 'JJ'), ('majority', 'NN'), ('leader', 'NN'), ('afraid', 'NN')]", amaze advert vote senate majority leader afraid,0.15449856
10935,2020-06-21,"We will be launching online this summer. Stay tuned for more information! 
#supportblackbusiness #noireblossom #noireblossomboutique #newblackbusinessowner #blackwallstreet #blackmedia #nycfireworks #melanin #BlackFathersMatter #blackgirlmagic  #blacklivesmatter  #nyc https://t.co/eOyM9uvhcI",launching online summer stay tuned information ,1,en,"['launching', 'online', 'summer', 'stay', 'tuned', 'information']","[('launching', 'VBG'), ('online', 'NN'), ('summer', 'NN'), ('stay', 'NN'), ('tuned', 'VBN'), ('information', 'NN')]", launch online summer stay tune information,0.09635007
10936,2020-06-21,"Hot steaming pile of crap #MikePence refuses to say #BlackLivesMatter!
https://t.co/oZUgSriRWv https://t.co/UaBHCqGu5U",hot steaming pile crap refuses say ,1,en,"['hot', 'steaming', 'pile', 'crap', 'refuses', 'say']","[('hot', 'JJ'), ('steaming', 'VBG'), ('pile', 'JJ'), ('crap', 'NN'), ('refuses', 'NNS'), ('say', 'VBP')]", hot steam pile crap refuse say,0.7997686
10937,2020-06-21,.Sally Hemings (2000) | Documentary https://t.co/4Tc6ho2vsu via @YouTube #BlackLivesMatter #Slavery #NeverForget #SpeakUp,sally hemings documentary via ,1,en,"['sally', 'hemings', 'documentary', 'via']","[('sally', 'RB'), ('hemings', 'NNS'), ('documentary', 'JJ'), ('via', 'IN')]", sally heming documentary via,0.07068708
10938,2020-06-21,"This Friday, starting at 8:00 PM ET, I will be streaming with some friends from dangeroustoplayalone in support of #BlackLivesMatter. All proceeds for this charity stream will be going to… https://t.co/jrP267IINT",friday starting pm et streaming friends dangeroustoplayalone support proceeds charity stream going to… ,1,en,"['friday', 'starting', 'streaming', 'friends', 'dangeroustoplayalone', 'support', 'proceeds', 'charity', 'stream', 'going']","[('friday', 'JJ'), ('starting', 'VBG'), ('streaming', 'VBG'), ('friends', 'NNS'), ('dangeroustoplayalone', 'JJ'), ('support', 'NN'), ('proceeds', 'NNS'), ('charity', 'NN'), ('stream', 'NN'), ('going', 'VBG')]", friday start stream friend dangeroustoplayalone support proceeds charity stream go,0.10802965
10939,2020-06-21,American nation is looking for just a sentence that can turn things around from you but you have refused to give it. What do you gain from dividing the people. @realDonaldTrump There is just only one race Mr President and it’s the human race. Live and let’s live #BlackLivesMatter,american nation looking sentence turn things around refused give gain dividing people one race mr president it’s human race live let’s live ,1,en,"['american', 'nation', 'looking', 'sentence', 'turn', 'things', 'around', 'refused', 'give', 'gain', 'dividing', 'people', 'one', 'race', 'president', 'human', 'race', 'live', 'let', 'live']","[('american', 'JJ'), ('nation', 'NN'), ('looking', 'VBG'), ('sentence', 'NN'), ('turn', 'NN'), ('things', 'NNS'), ('around', 'IN'), ('refused', 'VBD'), ('give', 'JJ'), ('gain', 'NN'), ('dividing', 'VBG'), ('people', 'NNS'), ('one', 'CD'), ('race', 'NN'), ('president', 'NN'), ('human', 'JJ'), ('race', 'NN'), ('live', 'JJ'), ('let', 'NN'), ('live', 'VB')]", american nation look sentence turn thing around refuse give gain divide people one race president human race live let live,0.44209173
10940,2020-06-21,"Here's a post you might have missed! Read about why....""Riots Are A Primal Scream For Help."" https://t.co/Zl8xvPEdJH #BLM #BlackLivesMatter",heres post might missed read whyriots primal scream help ,1,en,"['heres', 'post', 'might', 'missed', 'read', 'whyriots', 'primal', 'scream', 'help']","[('heres', 'NNS'), ('post', 'NN'), ('might', 'MD'), ('missed', 'VBN'), ('read', 'VB'), ('whyriots', 'NNS'), ('primal', 'JJ'), ('scream', 'NN'), ('help', 'NN')]", here post might miss read whyriots primal scream help,0.17671391
10942,2020-06-21,"We will be launching online this summer. Stay tuned for more information! 
#supportblackbusiness #noireblossom #noireblossomboutique #newblackbusinessowner #blackwallstreet #blackmedia #nycfireworks #melanin #BlackFathersMatter #blackgirlmagic  #blacklivesmatter  #nyc https://t.co/jF1A5dG2FQ",launching online summer stay tuned information ,1,en,"['launching', 'online', 'summer', 'stay', 'tuned', 'information']","[('launching', 'VBG'), ('online', 'NN'), ('summer', 'NN'), ('stay', 'NN'), ('tuned', 'VBN'), ('information', 'NN')]", launch online summer stay tune information,0.096350044
10943,2020-06-21,"I think these COPS have lost any touch with humanity 
#BlackLivesMatter 
#PoliceBrutality 
@NYCMayor @NYGovCuomo
https://t.co/RV5vAcbJwi",think cops lost touch humanity ,1,en,"['think', 'cops', 'lost', 'touch', 'humanity']","[('think', 'VB'), ('cops', 'NNS'), ('lost', 'VBN'), ('touch', 'JJ'), ('humanity', 'NN')]", think cop lose touch humanity,0.31198928
10944,2020-06-21,"That’s true, like Officer Chauvin who killed George Floyd, homie had his hands in his pocket like it’s a day in the office. That’s scary when you can be that bold about taking another’s man life on camera. #BlackLivesMatter #JusticeForGeorgeFloyd https://t.co/4mGiyFRPxd",that’s true like officer chauvin killed george floyd homie hands pocket like it’s day office that’s scary bold taking another’s man life camera ,1,en,"['true', 'like', 'officer', 'chauvin', 'killed', 'george', 'floyd', 'homie', 'hands', 'pocket', 'like', 'day', 'office', 'scary', 'bold', 'taking', 'another', 'man', 'life', 'camera']","[('true', 'JJ'), ('like', 'JJ'), ('officer', 'NN'), ('chauvin', 'NN'), ('killed', 'VBD'), ('george', 'NN'), ('floyd', 'NN'), ('homie', 'NN'), ('hands', 'VBZ'), ('pocket', 'NN'), ('like', 'IN'), ('day', 'NN'), ('office', 'NN'), ('scary', 'NN'), ('bold', 'VBD'), ('taking', 'VBG'), ('another', 'DT'), ('man', 'NN'), ('life', 'NN'), ('camera', 'NN')]", true like officer chauvin kill george floyd homie hand pocket like day office scary bold take another man life camera,0.45812
10946,2020-06-21,This shit will always bother me 🤬#staywoke #BlackLivesMatter https://t.co/iPgyDtwowz,shit always bother ,1,en,"['shit', 'always', 'bother']","[('shit', 'NN'), ('always', 'RB'), ('bother', 'RB')]", shit always bother,0.90178496
10947,2020-06-21,"Adams County District Attorney: Justice for Elijah McClain - Sign the Petition!
#JusticeForElijahMcClain #BlackLivesMatter 
#DefundThePolice
https://t.co/1vug0xieZE 來自 @Change",adams county district attorney justice elijah mcclain sign petition 來自 ,1,en,"['adams', 'county', 'district', 'attorney', 'justice', 'elijah', 'mcclain', 'sign', 'petition']","[('adams', 'NNS'), ('county', 'VBP'), ('district', 'NN'), ('attorney', 'NN'), ('justice', 'NN'), ('elijah', 'NN'), ('mcclain', 'NN'), ('sign', 'NN'), ('petition', 'NN')]", adam county district attorney justice elijah mcclain sign petition,0.09835299
10948,2020-06-21,"WA union group expels police union
Via @GeorgiaLogCabin on @Politi_Chatter #RETWEET #BlackLivesMatter  #BlueLivesMatter #BackTheBadge #BackTheBlue https://t.co/64GSdMnK41",wa union group expels police union via ,1,en,"['union', 'group', 'expels', 'police', 'union', 'via']","[('union', 'NN'), ('group', 'NN'), ('expels', 'VBZ'), ('police', 'NNS'), ('union', 'NN'), ('via', 'IN')]", union group expel police union via,0.15576276
10949,2020-06-21,#fuckthesepolice #fuckthesecops #newyork they #Strangeled another person until he was knocked unconscious! Could have EASILY #killed this man #BlackLivesMatter #icantbreathe @ACLU I thought this was #banned ? https://t.co/shlKxKwhTF,another person knocked unconscious could easily man thought ,1,en,"['another', 'person', 'knocked', 'unconscious', 'could', 'easily', 'man', 'thought']","[('another', 'DT'), ('person', 'NN'), ('knocked', 'VBD'), ('unconscious', 'JJ'), ('could', 'MD'), ('easily', 'RB'), ('man', 'NN'), ('thought', 'VBD')]", another person knock unconscious could easily man think,0.17264143
10950,2020-06-21,"Hi Mark, you are easily the greatest good guy in movie history! 😀 Can I ask for your help in sharing my attempt to raise money for #BlackLivesMatter charities via the sale of this track addressing recent events? Thank you! 😷

https://t.co/Bx1d8PXjRT

@HamillHimself",hi mark easily greatest good guy movie history ask help sharing attempt raise money charities via sale track addressing recent events thank ,1,en,"['mark', 'easily', 'greatest', 'good', 'guy', 'movie', 'history', 'ask', 'help', 'sharing', 'attempt', 'raise', 'money', 'charities', 'via', 'sale', 'track', 'addressing', 'recent', 'events', 'thank']","[('mark', 'NN'), ('easily', 'RB'), ('greatest', 'JJS'), ('good', 'JJ'), ('guy', 'NN'), ('movie', 'NN'), ('history', 'NN'), ('ask', 'NN'), ('help', 'NN'), ('sharing', 'VBG'), ('attempt', 'NN'), ('raise', 'VB'), ('money', 'NN'), ('charities', 'NNS'), ('via', 'IN'), ('sale', 'NN'), ('track', 'NN'), ('addressing', 'VBG'), ('recent', 'JJ'), ('events', 'NNS'), ('thank', 'VBD')]", mark easily great good guy movie history ask help share attempt raise money charity via sale track address recent event thank,0.06954697
10951,2020-06-21,Divisive &amp; Dangerous: Nonsensical theory on racism and vaccination. Drug industry &amp; governments targeting people of color to be test subjects for their products and programs. #nocovid19vaccine #blacklivesmatter  https://t.co/i8sXtOXhNs via @YouTube,divisive amp dangerous nonsensical theory racism vaccination drug industry amp governments targeting people color test subjects products programs via ,1,en,"['divisive', 'amp', 'dangerous', 'nonsensical', 'theory', 'racism', 'vaccination', 'drug', 'industry', 'amp', 'governments', 'targeting', 'people', 'color', 'test', 'subjects', 'products', 'programs', 'via']","[('divisive', 'JJ'), ('amp', 'NN'), ('dangerous', 'JJ'), ('nonsensical', 'JJ'), ('theory', 'NN'), ('racism', 'NN'), ('vaccination', 'JJ'), ('drug', 'NN'), ('industry', 'NN'), ('amp', 'NN'), ('governments', 'NNS'), ('targeting', 'VBG'), ('people', 'NNS'), ('color', 'VBP'), ('test', 'JJ'), ('subjects', 'NNS'), ('products', 'NNS'), ('programs', 'NNS'), ('via', 'IN')]", divisive amp dangerous nonsensical theory racism vaccination drug industry amp government target people color test subject product program via,0.32817295
10952,2020-06-21,"MSM &amp; corporations will try to engage in revisionist history - films, TV, ads, books, magazines - to hide racist language, images of the past. It’s hypocritical. Change but show the world what was done, seen, written. Educate don’t obfuscate. #HistoryMatters #BlackLivesMatter",msm amp corporations try engage revisionist history films tv ads books magazines hide racist language images past it’s hypocritical change show world done seen written educate don’t obfuscate ,1,en,"['msm', 'amp', 'corporations', 'try', 'engage', 'revisionist', 'history', 'films', 'ads', 'books', 'magazines', 'hide', 'racist', 'language', 'images', 'past', 'hypocritical', 'change', 'show', 'world', 'done', 'seen', 'written', 'educate', 'obfuscate']","[('msm', 'NN'), ('amp', 'NN'), ('corporations', 'NNS'), ('try', 'VBP'), ('engage', 'JJ'), ('revisionist', 'JJ'), ('history', 'NN'), ('films', 'NNS'), ('ads', 'NNS'), ('books', 'NNS'), ('magazines', 'NNS'), ('hide', 'RB'), ('racist', 'VBP'), ('language', 'NN'), ('images', 'NNS'), ('past', 'JJ'), ('hypocritical', 'JJ'), ('change', 'NN'), ('show', 'NN'), ('world', 'NN'), ('done', 'VBN'), ('seen', 'VBN'), ('written', 'VBN'), ('educate', 'JJ'), ('obfuscate', 'NN')]", msm amp corporation try engage revisionist history film ad book magazine hide racist language image past hypocritical change show world do see write educate obfuscate,0.5904561
