,Datetime,Text,TextCleaned,flag,Language,FilteredTweet,TokenizedTweet,LemmatizedTweet,ToxicityScore
9089,2020-06-21,"Father's day message ""if my momma and daddy can't vote, I can't play""
because Blackvotesmatter.
#blacklivesmatter
#morethanavote",fathers day message momma daddy cant vote cant play blackvotesmatter ,1,en,"['fathers', 'day', 'message', 'momma', 'daddy', 'cant', 'vote', 'cant', 'play', 'blackvotesmatter']","[('fathers', 'NNS'), ('day', 'NN'), ('message', 'NN'), ('momma', 'NN'), ('daddy', 'NN'), ('cant', 'JJ'), ('vote', 'NN'), ('cant', 'JJ'), ('play', 'NN'), ('blackvotesmatter', 'NN')]", father day message momma daddy cant vote cant play blackvotesmatter,0.46508926
9090,2020-06-21,"@courierjournal VOTING has to Matter😡ThisIS INSULT2 BlackVoters&amp;SIMILAR 
GeorgiaWhoseVotingDayCoincidedWith #GeorgeFloyd funeralANDhadmalfunctionSitesLongLinesDuringPandemic.
No #Justice4BreonnaTaylor And All #BlackLivesMatter protestors 
STOP Corruption FIX It!@louisvillemayor #VotingRights https://t.co/eD4l3uufO4",voting matterthisis insult blackvotersampsimilar georgiawhosevotingdaycoincidedwith funeralandhadmalfunctionsiteslonglinesduringpandemic protestors stop corruption fix ,1,en,"['voting', 'matterthisis', 'insult', 'blackvotersampsimilar', 'georgiawhosevotingdaycoincidedwith', 'funeralandhadmalfunctionsiteslonglinesduringpandemic', 'protestors', 'stop', 'corruption', 'fix']","[('voting', 'VBG'), ('matterthisis', 'NN'), ('insult', 'NN'), ('blackvotersampsimilar', 'JJ'), ('georgiawhosevotingdaycoincidedwith', 'NN'), ('funeralandhadmalfunctionsiteslonglinesduringpandemic', 'JJ'), ('protestors', 'NNS'), ('stop', 'VBP'), ('corruption', 'NN'), ('fix', 'NN')]", vote matterthisis insult blackvotersampsimilar georgiawhosevotingdaycoincidedwith funeralandhadmalfunctionsiteslonglinesduringpandemic protestors stop corruption fix,0.5000967
9091,2020-06-21,"Highly recommend Murder On a Sunday Morning on @amazon. If you haven’t seen this documentary that won the #Oscar in 2001, please watch. An innocent 15-year-old is charged with murder. Why? He‘s a black male &amp; a convenient suspect. #BlackLivesMatter https://t.co/qY8DfUxe15",highly recommend murder sunday morning haven’t seen documentary please watch innocent yearold charged murder he‘s black male amp convenient suspect ,1,en,"['highly', 'recommend', 'murder', 'sunday', 'morning', 'seen', 'documentary', 'please', 'watch', 'innocent', 'yearold', 'charged', 'murder', 'black', 'male', 'amp', 'convenient', 'suspect']","[('highly', 'RB'), ('recommend', 'JJ'), ('murder', 'NN'), ('sunday', 'NN'), ('morning', 'NN'), ('seen', 'VBN'), ('documentary', 'JJ'), ('please', 'NN'), ('watch', 'VB'), ('innocent', 'JJ'), ('yearold', 'NN'), ('charged', 'VBN'), ('murder', 'NN'), ('black', 'JJ'), ('male', 'NN'), ('amp', 'JJ'), ('convenient', 'NN'), ('suspect', 'NN')]", highly recommend murder sunday morning see documentary please watch innocent yearold charge murder black male amp convenient suspect,0.7140969
9092,2020-06-21,@icecube GEORGE FLOYD'S killers are out of jail on BAIL. #JAlexanderKueng was CAUGHT shopping for OREOS in Minnesota. Is he being protected? #GeorgeFloyd #BlackLivesMatter #BLMprotest #BlackTwitter https://t.co/3eJlWgfDvo,george floyds killers jail bail caught shopping oreos minnesota protected ,1,en,"['george', 'floyds', 'killers', 'jail', 'bail', 'caught', 'shopping', 'oreos', 'minnesota', 'protected']","[('george', 'NN'), ('floyds', 'NN'), ('killers', 'NNS'), ('jail', 'VBP'), ('bail', 'NN'), ('caught', 'NN'), ('shopping', 'VBG'), ('oreos', 'JJ'), ('minnesota', 'NN'), ('protected', 'VBD')]", george floyds killer jail bail caught shop oreos minnesota protect,0.40750563
9093,2020-06-21,"#BlackLivesMatter, any marches planned? Any built up anger you’d like to get out thru rioting? https://t.co/HUIBYz3vnb",marches planned built anger you’d like get thru rioting ,1,en,"['marches', 'planned', 'built', 'anger', 'like', 'get', 'thru', 'rioting']","[('marches', 'NNS'), ('planned', 'VBD'), ('built', 'RB'), ('anger', 'NN'), ('like', 'IN'), ('get', 'NN'), ('thru', 'NN'), ('rioting', 'NN')]", march plan built anger like get thru rioting,0.33941442
9094,2020-06-21,"@realDonaldTrump Um no! The police don't keep people safe, they kill them. #BlackLivesMatter",um police dont keep people safe kill ,1,en,"['police', 'dont', 'keep', 'people', 'safe', 'kill']","[('police', 'NNS'), ('dont', 'JJ'), ('keep', 'JJ'), ('people', 'NNS'), ('safe', 'JJ'), ('kill', 'NN')]", police dont keep people safe kill,0.67642546
9096,2020-06-21,@mimzybug @GavinThorpe5 @steviebarto1 @footbalIfights I'm still waiting for the evidence to show that #BlackLivesMatter are a racist organisation.,im still waiting evidence show racist organisation ,1,en,"['still', 'waiting', 'evidence', 'show', 'racist', 'organisation']","[('still', 'RB'), ('waiting', 'VBG'), ('evidence', 'NN'), ('show', 'NN'), ('racist', 'NN'), ('organisation', 'NN')]", still wait evidence show racist organisation,0.3260136
9097,2020-06-21,@realDonaldTrump FACT: Police aren’t keeping unarmed black people safe. #BlackLivesMatter #thisiswhywekneel,fact police aren’t keeping unarmed black people safe ,1,en,"['fact', 'police', 'keeping', 'unarmed', 'black', 'people', 'safe']","[('fact', 'NN'), ('police', 'NN'), ('keeping', 'VBG'), ('unarmed', 'JJ'), ('black', 'JJ'), ('people', 'NNS'), ('safe', 'JJ')]", fact police keep unarmed black people safe,0.613249
9098,2020-06-21,"OH, AND BY THE WAY... #blacklivesmatter if you are protesting, but able, yet  not registered to #vote... you failed. #besafestaystrongloveall",oh way protesting able yet registered failed ,1,en,"['way', 'protesting', 'able', 'yet', 'registered', 'failed']","[('way', 'NN'), ('protesting', 'VBG'), ('able', 'JJ'), ('yet', 'RB'), ('registered', 'VBN'), ('failed', 'VBD')]", way protest able yet register fail,0.14031155
9099,2020-06-21,dpfstudio strikes again @dominicnahr forgot to tag though #blacklivesmatter #blm #sohonyc #streetart @ Zadig&amp;Voltaire https://t.co/FzqoCUXI1N,dpfstudio strikes forgot tag though zadigampvoltaire ,1,en,"['dpfstudio', 'strikes', 'forgot', 'tag', 'though', 'zadigampvoltaire']","[('dpfstudio', 'NN'), ('strikes', 'NNS'), ('forgot', 'VBD'), ('tag', 'JJ'), ('though', 'IN'), ('zadigampvoltaire', 'NN')]", dpfstudio strike forget tag though zadigampvoltaire,0.14997523
9100,2020-06-21,"Keep saying their names
#JusticeForGeorgeFloyd #JusticeforAhmaudArbery #JusticeForBreonnaTaylor 
#BlackLivesMatter https://t.co/zhku6R70FG",keep saying names ,1,en,"['keep', 'saying', 'names']","[('keep', 'VB'), ('saying', 'VBG'), ('names', 'NNS')]", keep say name,0.06955119
9101,2020-06-21,"""As a country, we should be more concerned with why the police are getting away with targeting black men and killing them for no reason.""

Tom Petty
2015
#BlackLivesMatter https://t.co/i2ifI7SruL",country concerned police getting away targeting black men killing reason tom petty ,1,en,"['country', 'concerned', 'police', 'getting', 'away', 'targeting', 'black', 'men', 'killing', 'reason', 'tom', 'petty']","[('country', 'NN'), ('concerned', 'VBD'), ('police', 'NNS'), ('getting', 'VBG'), ('away', 'RB'), ('targeting', 'VBG'), ('black', 'JJ'), ('men', 'NNS'), ('killing', 'VBG'), ('reason', 'NN'), ('tom', 'NN'), ('petty', 'NN')]", country concern police get away target black men kill reason tom petty,0.6661625
9102,2020-06-21,If you feel so strongly about Teddy Roosevelt redesign it with white people being beneath him tending to he and his horses needs. How bout dat?! #BlackLivesMatter #TeddyRoosevelt https://t.co/zYLaRAtxXZ,feel strongly teddy roosevelt redesign white people beneath tending horses needs bout dat ,1,en,"['feel', 'strongly', 'teddy', 'roosevelt', 'redesign', 'white', 'people', 'beneath', 'tending', 'horses', 'needs', 'bout', 'dat']","[('feel', 'NN'), ('strongly', 'RB'), ('teddy', 'VBZ'), ('roosevelt', 'JJ'), ('redesign', 'JJ'), ('white', 'JJ'), ('people', 'NNS'), ('beneath', 'IN'), ('tending', 'VBG'), ('horses', 'NNS'), ('needs', 'VBZ'), ('bout', 'IN'), ('dat', 'NN')]", feel strongly teddy roosevelt redesign white people beneath tend horse need bout dat,0.5876557
9103,2020-06-21,@realDonaldTrump  hey Trumpster #EveryonesLaughingAtYouDonald  by the way how was the #Bunker #VoteOutHate #BLM #BLMDC #BlackLivesMatter #FakePresident #JuneteenthDay #DACAWins #boltonshouldhavetestified #TulsaFlop #BoltonBook #FactCheck #GOPCrimeSyndicate https://t.co/pN0upVK97t,hey trumpster way ,1,en,"['hey', 'trumpster', 'way']","[('hey', 'NN'), ('trumpster', 'NN'), ('way', 'NN')]", hey trumpster way,0.16825432
9104,2020-06-21,"@AttorneyCrump @NYPDShea What are you going to do about this? This is why people are out there protesting across the country. 

What are you going to do about this, Comissioner Shea? 

#BlackLivesMatter",going people protesting across country going comissioner shea ,1,en,"['going', 'people', 'protesting', 'across', 'country', 'going', 'comissioner', 'shea']","[('going', 'VBG'), ('people', 'NNS'), ('protesting', 'VBG'), ('across', 'IN'), ('country', 'NN'), ('going', 'VBG'), ('comissioner', 'JJR'), ('shea', 'NN')]", go people protest across country go comissioner shea,0.25096354
9105,2020-06-21,@DonaldJTrumpJr Trump is a stain on the Presidency - Let’s take back what the American flag means - a diverse nation of individuals @realDonaldTrump #BlackLivesMatter        #TakebackAmerica #vote https://t.co/yHdiR9KlYC,trump stain presidency let’s take back american flag means diverse nation individuals ,1,en,"['trump', 'stain', 'presidency', 'let', 'take', 'back', 'american', 'flag', 'means', 'diverse', 'nation', 'individuals']","[('trump', 'NN'), ('stain', 'NN'), ('presidency', 'NN'), ('let', 'VBD'), ('take', 'VB'), ('back', 'RP'), ('american', 'JJ'), ('flag', 'NN'), ('means', 'VBZ'), ('diverse', 'JJ'), ('nation', 'NN'), ('individuals', 'NNS')]", trump stain presidency let take back american flag mean diverse nation individual,0.34141833
9106,2020-06-21,Petition: Tell ⁦@JustinTrudeau⁩ to take a stand against Anti-Indigenous racism. No more performative allyship. Continuous transformative action to end systemic racism is needed. This is a pandemic! #IndigenousLivesMatter #BlackLivesMatter #AntiRacism https://t.co/VkQuluTj6u,petition tell ⁦ take stand antiindigenous racism performative allyship continuous transformative action end systemic racism needed pandemic ,1,en,"['petition', 'tell', 'take', 'stand', 'antiindigenous', 'racism', 'performative', 'allyship', 'continuous', 'transformative', 'action', 'end', 'systemic', 'racism', 'needed', 'pandemic']","[('petition', 'NN'), ('tell', 'NNS'), ('take', 'VBP'), ('stand', 'VBP'), ('antiindigenous', 'JJ'), ('racism', 'NN'), ('performative', 'JJ'), ('allyship', 'NN'), ('continuous', 'JJ'), ('transformative', 'JJ'), ('action', 'NN'), ('end', 'NN'), ('systemic', 'JJ'), ('racism', 'NN'), ('needed', 'VBN'), ('pandemic', 'JJ')]", petition tell take stand antiindigenous racism performative allyship continuous transformative action end systemic racism need pandemic,0.35153836
9107,2020-06-21,#BLM #BLACKLIVESMATTER LISTEN TO THE MESSAGE AT THE END OF THIS VIDEO!!!! https://t.co/oSSwYxMUIr,listen message end video ,1,en,"['listen', 'message', 'end', 'video']","[('listen', 'JJ'), ('message', 'NN'), ('end', 'NN'), ('video', 'NN')]", listen message end video,0.19034746
9108,2020-06-21,"They say take your case to court, the law is on your side. I say that yes we have laws in place to protect black people but if judges refuse to follow the law, how can we move forward #BlackLivesMatter https://t.co/SLNizeKi4T",say take case court law side say yes laws place protect black people judges refuse follow law move forward ,1,en,"['say', 'take', 'case', 'court', 'law', 'side', 'say', 'yes', 'laws', 'place', 'protect', 'black', 'people', 'judges', 'refuse', 'follow', 'law', 'move', 'forward']","[('say', 'VB'), ('take', 'VB'), ('case', 'NN'), ('court', 'NN'), ('law', 'NN'), ('side', 'NN'), ('say', 'VBP'), ('yes', 'UH'), ('laws', 'NNS'), ('place', 'VBP'), ('protect', 'JJ'), ('black', 'JJ'), ('people', 'NNS'), ('judges', 'NNS'), ('refuse', 'VBP'), ('follow', 'JJ'), ('law', 'NN'), ('move', 'NN'), ('forward', 'RB')]", say take case court law side say yes law place protect black people judge refuse follow law move forward,0.59564316
9109,2020-06-21,@TheRickWilson Trump is a stain on the Presidency - Let’s take back what the American flag means - a diverse nation of individuals @realDonaldTrump #BlackLivesMatter        #TakebackAmerica #vote https://t.co/jbvy1pJuP1,trump stain presidency let’s take back american flag means diverse nation individuals ,1,en,"['trump', 'stain', 'presidency', 'let', 'take', 'back', 'american', 'flag', 'means', 'diverse', 'nation', 'individuals']","[('trump', 'NN'), ('stain', 'NN'), ('presidency', 'NN'), ('let', 'VBD'), ('take', 'VB'), ('back', 'RP'), ('american', 'JJ'), ('flag', 'NN'), ('means', 'VBZ'), ('diverse', 'JJ'), ('nation', 'NN'), ('individuals', 'NNS')]", trump stain presidency let take back american flag mean diverse nation individual,0.34141836
9110,2020-06-21,"Jules Muck’s (aka MuckRock) art is all over #Venice and now includes many moving portraits in protest of Black people killed by police. This was the last one of #GeorgeFloyd left on Abbot Kinney. See more on MuckRock's Insta: https://t.co/z1uYDkMgCQ
#BlackLivesMatter https://t.co/bdExP7Ynli",jules muck’s aka muckrock art includes many moving portraits protest black people killed police last one left abbot kinney see muckrocks insta ,1,en,"['jules', 'muck', 'aka', 'muckrock', 'art', 'includes', 'many', 'moving', 'portraits', 'protest', 'black', 'people', 'killed', 'police', 'last', 'one', 'left', 'abbot', 'kinney', 'see', 'muckrocks', 'insta']","[('jules', 'NNS'), ('muck', 'VBP'), ('aka', 'JJ'), ('muckrock', 'NN'), ('art', 'NN'), ('includes', 'VBZ'), ('many', 'JJ'), ('moving', 'VBG'), ('portraits', 'NNS'), ('protest', 'JJS'), ('black', 'JJ'), ('people', 'NNS'), ('killed', 'VBN'), ('police', 'RB'), ('last', 'JJ'), ('one', 'CD'), ('left', 'VBD'), ('abbot', 'JJ'), ('kinney', 'NN'), ('see', 'NN'), ('muckrocks', 'NNS'), ('insta', 'VBP')]", jules muck aka muckrock art include many move portrait protest black people kill police last one leave abbot kinney see muckrocks insta,0.43445867
9111,2020-06-21,"Why tf am I still seeing all lives matter counter protests?!?!? How can you not understand that #BlackLivesMatter doesn’t just mean only BLM it means that they need our help to protect, support, and save them. They never once said all lives don’t matter. Ignorant ass people.",tf still seeing lives matter counter protests understand doesn’t mean blm means need help protect support save never said lives don’t matter ignorant ass people ,1,en,"['still', 'seeing', 'lives', 'matter', 'counter', 'protests', 'understand', 'mean', 'blm', 'means', 'need', 'help', 'protect', 'support', 'save', 'never', 'said', 'lives', 'matter', 'ignorant', 'ass', 'people']","[('still', 'RB'), ('seeing', 'VBG'), ('lives', 'NNS'), ('matter', 'RB'), ('counter', 'VBP'), ('protests', 'NNS'), ('understand', 'VBP'), ('mean', 'JJ'), ('blm', 'NN'), ('means', 'NNS'), ('need', 'VBP'), ('help', 'NN'), ('protect', 'VB'), ('support', 'NN'), ('save', 'NN'), ('never', 'RB'), ('said', 'VBD'), ('lives', 'NNS'), ('matter', 'RBR'), ('ignorant', 'JJ'), ('ass', 'NN'), ('people', 'NNS')]", still see life matter counter protest understand mean blm mean need help protect support save never say life matter ignorant as people,0.9006391
9113,2020-06-21,"Is #BLM a joke Full video here: 
https://t.co/AIDo5mrSCY

#BLMprotest #JusticeForEjaz #TrumpRallyFail #BlackLivesMatter #BlackFathersMatter #blm1488 #BLMMOVEMENT #BLMLondon #BLMSanDiego #FathersDay #HappyFathersDay #HappyFathersDay #NationalIndigenousPeoplesDay #YouTube #xerogang https://t.co/Zcso4xHQi5",joke full video ,1,en,"['joke', 'full', 'video']","[('joke', 'NN'), ('full', 'JJ'), ('video', 'NN')]", joke full video,0.153865
9114,2020-06-21,@icecube GEORGE FLOYD'S killers are out of jail on BAIL. #JAlexanderKueng was CAUGHT shopping for OREOS in Minnesota. Is he being protected? #GeorgeFloyd #BlackLivesMatter #BLMprotest #BlackTwitter https://t.co/QVpzvLaftd,george floyds killers jail bail caught shopping oreos minnesota protected ,1,en,"['george', 'floyds', 'killers', 'jail', 'bail', 'caught', 'shopping', 'oreos', 'minnesota', 'protected']","[('george', 'NN'), ('floyds', 'NN'), ('killers', 'NNS'), ('jail', 'VBP'), ('bail', 'NN'), ('caught', 'NN'), ('shopping', 'VBG'), ('oreos', 'JJ'), ('minnesota', 'NN'), ('protected', 'VBD')]", george floyds killer jail bail caught shop oreos minnesota protect,0.40750563
9115,2020-06-21,"Thank you, @tiffanytheprez, for speaking up about this issue. You're right: this isn't a trend or a fashion. This needs to be permanent. #blacklivesmatter 

https://t.co/lzJHExQhmv",thank speaking issue youre right isnt trend fashion needs permanent ,1,en,"['thank', 'speaking', 'issue', 'youre', 'right', 'isnt', 'trend', 'fashion', 'needs', 'permanent']","[('thank', 'NN'), ('speaking', 'VBG'), ('issue', 'NN'), ('youre', 'NN'), ('right', 'JJ'), ('isnt', 'NN'), ('trend', 'NN'), ('fashion', 'NN'), ('needs', 'VBZ'), ('permanent', 'JJ')]", thank speak issue youre right isnt trend fashion need permanent,0.06855502
9116,2020-06-21,"It’s now been 100 days and the cops who killed #BreonnaTayor haven’t been fired or charged. 
100 days, and her family still doesn’t have juctice for her murder. 
#JusticeForBre #BlackLivesMatter",it’s days cops killed haven’t fired charged days family still doesn’t juctice murder ,1,en,"['days', 'cops', 'killed', 'fired', 'charged', 'days', 'family', 'still', 'juctice', 'murder']","[('days', 'NNS'), ('cops', 'NNS'), ('killed', 'VBD'), ('fired', 'VBN'), ('charged', 'VBN'), ('days', 'NNS'), ('family', 'NN'), ('still', 'RB'), ('juctice', 'VBZ'), ('murder', 'NN')]", day cop kill fire charge day family still juctice murder,0.54788524
9118,2020-06-21,"@commaqueen58 @TopsMarkets Don't worry,  we gonna take care of them! #blacklivesmatter #bbc #BlackPower",dont worry gonna take care ,1,en,"['dont', 'worry', 'gon', 'take', 'care']","[('dont', 'NN'), ('worry', 'NN'), ('gon', 'NN'), ('take', 'VB'), ('care', 'NN')]", dont worry gon take care,0.11284587
9119,2020-06-21,"@ellymelly Remember when #Scummo said it was a free country and people could protest about #covidconspiracy, if they wanted? Yeah, didn’t think so. #hypocrite #blacklivesmatter #vicpol #auspol",remember said free country people could protest wanted yeah didn’t think ,1,en,"['remember', 'said', 'free', 'country', 'people', 'could', 'protest', 'wanted', 'yeah', 'think']","[('remember', 'NN'), ('said', 'VBD'), ('free', 'JJ'), ('country', 'NN'), ('people', 'NNS'), ('could', 'MD'), ('protest', 'VB'), ('wanted', 'VBD'), ('yeah', 'NN'), ('think', 'NN')]", remember say free country people could protest want yeah think,0.11102166
9120,2020-06-21,"do the right thing--no police excessive force!
no looting (profiting on small bus. owners' pain)! 
no protester violence! these 3-things work against 
a seriously important movement taking place (to everyone's good--stay peaceful! #blacklivesmatter https://t.co/WU005TpJHN https://t.co/4yV05qLwm7",right thingno police excessive force looting profiting small bus owners pain protester violence things work seriously important movement taking place everyones goodstay peaceful ,1,en,"['right', 'thingno', 'police', 'excessive', 'force', 'looting', 'profiting', 'small', 'bus', 'owners', 'pain', 'protester', 'violence', 'things', 'work', 'seriously', 'important', 'movement', 'taking', 'place', 'everyones', 'goodstay', 'peaceful']","[('right', 'JJ'), ('thingno', 'NN'), ('police', 'NNS'), ('excessive', 'JJ'), ('force', 'NN'), ('looting', 'VBG'), ('profiting', 'VBG'), ('small', 'JJ'), ('bus', 'NN'), ('owners', 'NNS'), ('pain', 'VBP'), ('protester', 'JJ'), ('violence', 'NN'), ('things', 'NNS'), ('work', 'VBP'), ('seriously', 'RB'), ('important', 'JJ'), ('movement', 'NN'), ('taking', 'VBG'), ('place', 'NN'), ('everyones', 'NNS'), ('goodstay', 'VBP'), ('peaceful', 'JJ')]", right thingno police excessive force loot profit small bus owner pain protester violence thing work seriously important movement take place everyones goodstay peaceful,0.31089434
9121,2020-06-21,"Unless I missed a full on terrorist attack (I didn't), 
really having trouble thinking of any acceptable excuse for why #Columbus, #Ohio looks like this tonight.

#blacklivesmatter #GeorgeFloyd. https://t.co/84DesR9Sm6",unless missed full terrorist attack didnt really trouble thinking acceptable excuse looks like tonight ,1,en,"['unless', 'missed', 'full', 'terrorist', 'attack', 'didnt', 'really', 'trouble', 'thinking', 'acceptable', 'excuse', 'looks', 'like', 'tonight']","[('unless', 'IN'), ('missed', 'VBN'), ('full', 'JJ'), ('terrorist', 'JJ'), ('attack', 'NN'), ('didnt', 'NN'), ('really', 'RB'), ('trouble', 'NN'), ('thinking', 'VBG'), ('acceptable', 'JJ'), ('excuse', 'NN'), ('looks', 'VBZ'), ('like', 'IN'), ('tonight', 'NN')]", unless miss full terrorist attack didnt really trouble think acceptable excuse look like tonight,0.31417426
9122,2020-06-21,"That Golden Unicorn. 
#HappyPride
#BLM
#BlackLivesMatter https://t.co/ECW0avPqu4",golden unicorn ,1,en,"['golden', 'unicorn']","[('golden', 'JJ'), ('unicorn', 'NN')]", golden unicorn,0.088982515
9123,2020-06-21,"@cecelia0314 @chicagosmayor 2/2 policing is very different in white and rich neighborhood versus brown, black and poor neighborhoods. @AcclivusChicago I have experienced this first hand, have you? #BlackLivesMatter #DefundThePolice",policing different white rich neighborhood versus brown black poor neighborhoods experienced first hand ,1,en,"['policing', 'different', 'white', 'rich', 'neighborhood', 'versus', 'brown', 'black', 'poor', 'neighborhoods', 'experienced', 'first', 'hand']","[('policing', 'VBG'), ('different', 'JJ'), ('white', 'JJ'), ('rich', 'JJ'), ('neighborhood', 'NN'), ('versus', 'NN'), ('brown', 'JJ'), ('black', 'JJ'), ('poor', 'JJ'), ('neighborhoods', 'NNS'), ('experienced', 'VBD'), ('first', 'JJ'), ('hand', 'NN')]", police different white rich neighborhood versus brown black poor neighborhood experience first hand,0.19186042
9124,2020-06-21,I live here. I am soooo glad this brave #SHEro &amp; the good people of this CommUNITY united &amp; worked hard  for what’s right! I’m glad our elected officials had to surrender to the Will of the People we hired to represent us. 🙄#grovelandfour #votethemout #BlackLivesMatter https://t.co/zHuBwLvTKc,live soooo glad brave amp good people community united amp worked hard what’s right i’m glad elected officials surrender people hired represent us ,1,en,"['live', 'soooo', 'glad', 'brave', 'amp', 'good', 'people', 'community', 'united', 'amp', 'worked', 'hard', 'right', 'glad', 'elected', 'officials', 'surrender', 'people', 'hired', 'represent']","[('live', 'JJ'), ('soooo', 'NN'), ('glad', 'NN'), ('brave', 'VBP'), ('amp', 'VBN'), ('good', 'JJ'), ('people', 'NNS'), ('community', 'NN'), ('united', 'JJ'), ('amp', 'NN'), ('worked', 'VBD'), ('hard', 'JJ'), ('right', 'NN'), ('glad', 'NN'), ('elected', 'VBN'), ('officials', 'NNS'), ('surrender', 'VBP'), ('people', 'NNS'), ('hired', 'VBD'), ('represent', 'NN')]", live soooo glad brave amp good people community united amp work hard right glad elect official surrender people hire represent,0.15498696
9125,2020-06-21,"Celebrate Father’s Day by watching a film that has been shown by the Meaningful Movies Project! To learn more about these films or the future discussions, please go to https://t.co/cw9KKkwQGs and to help out, please go to https://t.co/sImX0FKJkR
#BlackLivesMatter #BLM https://t.co/GenYGk5Bta",celebrate father’s day watching film shown meaningful movies project learn films future discussions please go help please go ,1,en,"['celebrate', 'father', 'day', 'watching', 'film', 'shown', 'meaningful', 'movies', 'project', 'learn', 'films', 'future', 'discussions', 'please', 'help', 'please']","[('celebrate', 'NN'), ('father', 'DT'), ('day', 'NN'), ('watching', 'VBG'), ('film', 'NN'), ('shown', 'VBN'), ('meaningful', 'JJ'), ('movies', 'NNS'), ('project', 'NN'), ('learn', 'VBP'), ('films', 'NNS'), ('future', 'JJ'), ('discussions', 'NNS'), ('please', 'VB'), ('help', 'NN'), ('please', 'VB')]", celebrate father day watch film show meaningful movie project learn film future discussion please help please,0.081943795
9126,2020-06-21,"✊🏼✊🏽✊🏾✊🏼✊🏽✊🏾

Video from @ werideforchangela on Insta!! 🙌🙌

This is the 2-&amp;-4-wheeled 🏍🚙 protest for #BlackLivesMatter that our beloved Norman Reedus was at on Saturday!! 😍😍💜 

#WeRideForChangeLA #NormanReedus @wwwbigbaldhead #RideWithNormanReedus #RideWithNorman #BLM https://t.co/FLiwq2wCAS",video werideforchangela insta ampwheeled protest beloved norman reedus saturday ,1,en,"['video', 'werideforchangela', 'insta', 'ampwheeled', 'protest', 'beloved', 'norman', 'reedus', 'saturday']","[('video', 'NN'), ('werideforchangela', 'NN'), ('insta', 'NN'), ('ampwheeled', 'VBD'), ('protest', 'JJS'), ('beloved', 'VBN'), ('norman', 'JJ'), ('reedus', 'NN'), ('saturday', 'NN')]", video werideforchangela insta ampwheeled protest beloved norman reedus saturday,0.28954205
9127,2020-06-21,"@TaggartSlug @JoshuaPotash I know all lives matter. People in your country don’t and think it’s okay to kill black ppl in custody like Rayshard Brooks, Eric Garner or Georg Floyd, or kill a black student going for a run like Armaud Arbery #BlackLivesMatter",know lives matter people country don’t think it’s okay kill black ppl custody like rayshard brooks eric garner georg floyd kill black student going run like armaud arbery ,1,en,"['know', 'lives', 'matter', 'people', 'country', 'think', 'okay', 'kill', 'black', 'ppl', 'custody', 'like', 'rayshard', 'brooks', 'eric', 'garner', 'georg', 'floyd', 'kill', 'black', 'student', 'going', 'run', 'like', 'armaud', 'arbery']","[('know', 'VB'), ('lives', 'VBZ'), ('matter', 'JJ'), ('people', 'NNS'), ('country', 'NN'), ('think', 'VBP'), ('okay', 'IN'), ('kill', 'FW'), ('black', 'JJ'), ('ppl', 'NN'), ('custody', 'NN'), ('like', 'IN'), ('rayshard', 'NN'), ('brooks', 'NNS'), ('eric', 'JJ'), ('garner', 'NN'), ('georg', 'NN'), ('floyd', 'NN'), ('kill', 'VB'), ('black', 'JJ'), ('student', 'NN'), ('going', 'VBG'), ('run', 'VBN'), ('like', 'IN'), ('armaud', 'NN'), ('arbery', 'NN')]", know live matter people country think okay kill black ppl custody like rayshard brook eric garner georg floyd kill black student go run like armaud arbery,0.8606264
9128,2020-06-21,You don’t just get to “briefly own one slave” and get to be considered a good guy. HE OWNED A PERSON. EVEN BACK THEN IT WAS COMPLETELY IMMORAL AND REPREHENSIBLE! #grant #StatuesMustFall #BlackLivesMatter https://t.co/lI7FHOkyTP,don’t get “briefly one slave” get considered good guy owned person even back completely immoral reprehensible ,1,en,"['get', 'briefly', 'one', 'slave', 'get', 'considered', 'good', 'guy', 'owned', 'person', 'even', 'back', 'completely', 'immoral', 'reprehensible']","[('get', 'VB'), ('briefly', 'NN'), ('one', 'CD'), ('slave', 'NN'), ('get', 'NN'), ('considered', 'VBN'), ('good', 'JJ'), ('guy', 'NN'), ('owned', 'VBD'), ('person', 'NN'), ('even', 'RB'), ('back', 'RB'), ('completely', 'RB'), ('immoral', 'JJ'), ('reprehensible', 'NN')]", get briefly one slave get consider good guy own person even back completely immoral reprehensible,0.426166
9129,2020-06-21,"https://t.co/3Fj90mmKrj

A short clip from my next video. Hopefully it'll be a lot better once it's finished. 

But goddamn, I'm disappointed. #BubbaWallace #NASCAR #BlackLivesMatter",short clip next video hopefully itll lot better finished goddamn im disappointed ,1,en,"['short', 'clip', 'next', 'video', 'hopefully', 'itll', 'lot', 'better', 'finished', 'goddamn', 'disappointed']","[('short', 'JJ'), ('clip', 'NN'), ('next', 'JJ'), ('video', 'NN'), ('hopefully', 'RB'), ('itll', 'JJ'), ('lot', 'NN'), ('better', 'RBR'), ('finished', 'VBN'), ('goddamn', 'RB'), ('disappointed', 'JJ')]", short clip next video hopefully itll lot well finish goddamn disappointed,0.8606264
9130,2020-06-21,@realDonaldTrump Trump please call out the #marxist movement #BlackLivesMatter do it with @larryelder so u don’t look racist,trump please call movement u don’t look racist ,1,en,"['trump', 'please', 'call', 'movement', 'look', 'racist']","[('trump', 'NN'), ('please', 'NN'), ('call', 'VB'), ('movement', 'NN'), ('look', 'NN'), ('racist', 'NN')]", trump please call movement look racist,0.5949153
