,Unnamed: 0,Datetime,Text,TextCleaned,flag,Language,FilteredTweet,TokenizedTweet,LemmatizedTweet,ToxicityScore
42,45,2020-05-23,UPDATE: FBI director Wray orders internal review of Flynn case | TheHill https://t.co/nxOvcxGN2o #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update fbi director wray orders internal review flynn case thehill ,1,en,"['update', 'fbi', 'director', 'wray', 'orders', 'internal', 'review', 'flynn', 'case', 'thehill']","[('update', 'JJ'), ('fbi', 'NNS'), ('director', 'NN'), ('wray', 'JJ'), ('orders', 'NNS'), ('internal', 'JJ'), ('review', 'NN'), ('flynn', 'NN'), ('case', 'NN'), ('thehill', 'NN')]", update fbi director wray order internal review flynn case thehill,0.26311812
43,46,2020-05-23,UPDATE: The Hill interview: Fauci on why a vaccine by end of year is ‘aspirational’ | TheHill https://t.co/q4flYesS2r #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update hill interview fauci vaccine end year ‘aspirational’ thehill ,1,en,"['update', 'hill', 'interview', 'fauci', 'vaccine', 'end', 'year', 'aspirational', 'thehill']","[('update', 'NN'), ('hill', 'NN'), ('interview', 'NN'), ('fauci', 'VBP'), ('vaccine', 'NN'), ('end', 'NN'), ('year', 'NN'), ('aspirational', 'JJ'), ('thehill', 'NN')]", update hill interview fauci vaccine end year aspirational thehill,0.15318426
44,47,2020-05-23,"Please @OfficialLivePD get rid of WBR, they do nothing but make LEO's look bad. They need to be off the street and definitely off the show. #BlueLivesMatter But those guys are not real LEO's. They're a disgrace. https://t.co/KmErbJnwFs",please get rid wbr nothing make leos look bad need street definitely show guys real leos theyre disgrace ,1,en,"['please', 'get', 'rid', 'wbr', 'nothing', 'make', 'leos', 'look', 'bad', 'need', 'street', 'definitely', 'show', 'guys', 'real', 'leos', 'theyre', 'disgrace']","[('please', 'VB'), ('get', 'VB'), ('rid', 'JJ'), ('wbr', 'NN'), ('nothing', 'NN'), ('make', 'VBP'), ('leos', 'JJ'), ('look', 'NN'), ('bad', 'JJ'), ('need', 'VBP'), ('street', 'NN'), ('definitely', 'RB'), ('show', 'VBP'), ('guys', 'JJ'), ('real', 'JJ'), ('leos', 'NN'), ('theyre', 'NN'), ('disgrace', 'NN')]", please get rid wbr nothing make leos look bad need street definitely show guys real leo theyre disgrace,0.49378684
45,48,2020-05-23,"Prayers for Captain Cantrell of @Lawrence_Police 

Possible exposure to heroin from test kit 💙🙏🏼 #BlueLivesMatter #LivePDNation #LivePD",prayers captain cantrell possible exposure heroin test kit ,1,en,"['prayers', 'captain', 'cantrell', 'possible', 'exposure', 'heroin', 'test', 'kit']","[('prayers', 'NNS'), ('captain', 'VBP'), ('cantrell', 'NN'), ('possible', 'JJ'), ('exposure', 'NN'), ('heroin', 'NN'), ('test', 'NN'), ('kit', 'NN')]", prayer captain cantrell possible exposure heroin test kit,0.24062924
46,49,2020-05-23,So wait... @dojacat really said a bunch of disrespectful things regarding black people. And her apology was a #BlueLivesMatter donation to a police department? Make it make sense. She’s trolling y’all &amp; y’all don’t even know it... #dojaisover https://t.co/DeR14iH3cj,wait really said bunch disrespectful things regarding black people apology donation police department make make sense she’s trolling y’all amp y’all don’t even know ,1,en,"['wait', 'really', 'said', 'bunch', 'disrespectful', 'things', 'regarding', 'black', 'people', 'apology', 'donation', 'police', 'department', 'make', 'make', 'sense', 'trolling', 'amp', 'even', 'know']","[('wait', 'NN'), ('really', 'RB'), ('said', 'VBD'), ('bunch', 'JJ'), ('disrespectful', 'JJ'), ('things', 'NNS'), ('regarding', 'VBG'), ('black', 'JJ'), ('people', 'NNS'), ('apology', 'VBP'), ('donation', 'JJ'), ('police', 'NN'), ('department', 'NN'), ('make', 'VBP'), ('make', 'VBP'), ('sense', 'NN'), ('trolling', 'NN'), ('amp', 'RB'), ('even', 'RB'), ('know', 'VB')]", wait really say bunch disrespectful thing regard black people apology donation police department make make sense trolling amp even know,0.6364068
47,51,2020-05-23,"Even if this is true...you will be helped by a caring, competent &amp; a non biased professional  #Cop #BlueLivesMatter #BlueFamily #BlueFamilyPrays #K9LivesMatter #UnmaskPTSD #NoOneFightsAlone #BlueAngels https://t.co/qeyPx5F584",even trueyou helped caring competent amp non biased professional ,1,en,"['even', 'trueyou', 'helped', 'caring', 'competent', 'amp', 'non', 'biased', 'professional']","[('even', 'RB'), ('trueyou', 'NN'), ('helped', 'VBD'), ('caring', 'VBG'), ('competent', 'NN'), ('amp', 'NN'), ('non', 'NN'), ('biased', 'VBD'), ('professional', 'JJ')]", even trueyou help care competent amp non bias professional,0.12003945
48,52,2020-05-23,"@Sanjosemailman Wow. So much for #BlueLivesMatter.....

The upside is because she's psychotic like that and went off on a cop, she's on some quarantined psychiatric hold somewhere. Good. Document more cases, you connect more dots. And you'll find they're all getting set off by the same sources.",wow much upside shes psychotic like went cop shes quarantined psychiatric hold somewhere good document cases connect dots youll find theyre getting set sources ,1,en,"['wow', 'much', 'upside', 'shes', 'psychotic', 'like', 'went', 'cop', 'shes', 'quarantined', 'psychiatric', 'hold', 'somewhere', 'good', 'document', 'cases', 'connect', 'dots', 'youll', 'find', 'theyre', 'getting', 'set', 'sources']","[('wow', 'RB'), ('much', 'JJ'), ('upside', 'IN'), ('shes', 'NNS'), ('psychotic', 'JJ'), ('like', 'IN'), ('went', 'VBD'), ('cop', 'JJ'), ('shes', 'NNS'), ('quarantined', 'VBD'), ('psychiatric', 'JJ'), ('hold', 'NN'), ('somewhere', 'RB'), ('good', 'JJ'), ('document', 'NN'), ('cases', 'NNS'), ('connect', 'VBP'), ('dots', 'JJ'), ('youll', 'NN'), ('find', 'NN'), ('theyre', 'JJ'), ('getting', 'VBG'), ('set', 'NN'), ('sources', 'NNS')]", wow much upside shes psychotic like go cop shes quarantine psychiatric hold somewhere good document case connect dots youll find theyre get set source,0.66854066
49,53,2020-05-23,"Sergeant with the University of Pittsburgh Police Department and his new good luck charm, a Protecting the Blue challenge coin! Be careful out there! #protectingtheblue #lawenforcement #thinblueline #bluelivesmatter #universityofpittsburghpolice #becarefuloutthere https://t.co/1zkg3hTdCo",sergeant university pittsburgh police department new good luck charm protecting blue challenge coin careful ,1,en,"['sergeant', 'university', 'pittsburgh', 'police', 'department', 'new', 'good', 'luck', 'charm', 'protecting', 'blue', 'challenge', 'coin', 'careful']","[('sergeant', 'JJ'), ('university', 'NN'), ('pittsburgh', 'NN'), ('police', 'NN'), ('department', 'NN'), ('new', 'JJ'), ('good', 'JJ'), ('luck', 'NN'), ('charm', 'NN'), ('protecting', 'VBG'), ('blue', 'JJ'), ('challenge', 'NN'), ('coin', 'NN'), ('careful', 'NN')]", sergeant university pittsburgh police department new good luck charm protect blue challenge coin careful,0.15261665
50,54,2020-05-23,I felt a little bad for this lady because she’s probably someone’s mother or grandmother but I got over it pretty quick.  😂 😂 #KarenStrikesAgain #BlueLivesMatter https://t.co/nZCTCWprsV,felt little bad lady she’s probably someone’s mother grandmother got pretty quick ,1,en,"['felt', 'little', 'bad', 'lady', 'probably', 'someone', 'mother', 'grandmother', 'got', 'pretty', 'quick']","[('felt', 'VBD'), ('little', 'JJ'), ('bad', 'JJ'), ('lady', 'NN'), ('probably', 'RB'), ('someone', 'NN'), ('mother', 'NN'), ('grandmother', 'NN'), ('got', 'VBD'), ('pretty', 'RB'), ('quick', 'JJ')]", felt little bad lady probably someone mother grandmother get pretty quick,0.53627235
51,55,2020-05-23,@Sanjosemailman Why wasn’t the cop using a gun? #bluelivesmatter #thinblueline  She came at him screaming aggressively and disobeyed his command.,wasn’t cop using gun came screaming aggressively disobeyed command ,1,en,"['cop', 'using', 'gun', 'came', 'screaming', 'aggressively', 'disobeyed', 'command']","[('cop', 'NN'), ('using', 'VBG'), ('gun', 'NN'), ('came', 'VBD'), ('screaming', 'VBG'), ('aggressively', 'RB'), ('disobeyed', 'VBN'), ('command', 'NN')]", cop use gun come scream aggressively disobey command,0.36752906
52,57,2020-05-23,@gamecocksSecE @CopWithAttitude @dbongino #BlueLivesMatter deserves a follow on it's on but this led me to your profile🙂,deserves follow led profile ,1,en,"['deserves', 'follow', 'led', 'profile']","[('deserves', 'NNS'), ('follow', 'VBP'), ('led', 'VBN'), ('profile', 'NN')]", deserves follow lead profile,0.072380036
53,58,2020-05-22,"Honest police work🙂
#iuic #israelunitedinchrist #bluelivesmatter #honestwork https://t.co/pZZrYlOWrX",honest police work ,1,en,"['honest', 'police', 'work']","[('honest', 'JJS'), ('police', 'NN'), ('work', 'NN')]", honest police work,0.23992287
54,59,2020-05-22,"Wipe it down 💪🏽

#TikTok #WipeItDownChallenge 
#leader 
#funny #laugh #BlueLivesMatter 
#ChicagoPD 
#Livepd #LivePDNation 
#LivePD #LivePDNation 
@thinblueliner 
  @LivePdFans @bluelinenation   @NationalSheriff @NatPoliceAssoc  @LivePdBlueLine @UrgentNews911 https://t.co/yAxUTorU22",wipe ,1,en,['wipe'],"[('wipe', 'NN')]", wipe,0.41334236
55,60,2020-05-22,"@acnewsitics when black people say #BlackLivesMatter , republicans say #BlueLivesMatter. wtf is that bullshit? then republicans fight to keep confederate statues up. whatever black people say republicans say the opposite.",black people say republicans say wtf bullshit republicans fight keep confederate statues whatever black people say republicans say opposite ,1,en,"['black', 'people', 'say', 'republicans', 'say', 'wtf', 'bullshit', 'republicans', 'fight', 'keep', 'confederate', 'statues', 'whatever', 'black', 'people', 'say', 'republicans', 'say', 'opposite']","[('black', 'JJ'), ('people', 'NNS'), ('say', 'VBP'), ('republicans', 'NNS'), ('say', 'VBP'), ('wtf', 'NN'), ('bullshit', 'NN'), ('republicans', 'NNS'), ('fight', 'JJ'), ('keep', 'VB'), ('confederate', 'NN'), ('statues', 'NNS'), ('whatever', 'WDT'), ('black', 'JJ'), ('people', 'NNS'), ('say', 'VBP'), ('republicans', 'NNS'), ('say', 'VBP'), ('opposite', 'JJ')]", black people say republican say wtf bullshit republican fight keep confederate statue whatever black people say republican say opposite,0.9078416
56,61,2020-05-22,@DeputyDuvall @OfficialLivePD Can't wait to see you and Kato work!  🙏👮‍♂️🐾🚔💙 #ibacktheblue #bluelivesmatter #iloveK9s #staysafe,cant wait see kato work ,1,en,"['cant', 'wait', 'see', 'kato', 'work']","[('cant', 'JJ'), ('wait', 'NN'), ('see', 'VBP'), ('kato', 'JJ'), ('work', 'NN')]", cant wait see kato work,0.11766736
57,62,2020-05-22,The 3rd Member #KillTeam That Unloaded Over 20 Bullets #SigSauer Into  #BreonnaTaylor Body Will Pay! #NewBlackMedia Along With The #NeoBlackMilitia Is Mounting A Response To The Continued Attacks By The #BlueLivesMatter #PoliceRaceArmy https://t.co/AsEYwkAJe5,rd member unloaded bullets body pay along mounting response continued attacks ,1,en,"['member', 'unloaded', 'bullets', 'body', 'pay', 'along', 'mounting', 'response', 'continued', 'attacks']","[('member', 'NN'), ('unloaded', 'JJ'), ('bullets', 'NNS'), ('body', 'JJ'), ('pay', 'VBP'), ('along', 'IN'), ('mounting', 'VBG'), ('response', 'NN'), ('continued', 'VBD'), ('attacks', 'NNS')]", member unloaded bullet body pay along mount response continue attack,0.52204525
58,63,2020-05-22,"Follow my back up at sofunnything
Hot fire incoming
.
.
.
.
.
#sheriff #cop #lawenforcement  #cops #pewpew #backtheblue #bluelivesmatter #k9 #police #thinblueline #policeofficer
#the2ndisforeveryone… https://t.co/qAeAQbcIXv",follow back sofunnything hot fire incoming ,1,en,"['follow', 'back', 'sofunnything', 'hot', 'fire', 'incoming']","[('follow', 'VB'), ('back', 'RP'), ('sofunnything', 'VBG'), ('hot', 'JJ'), ('fire', 'NN'), ('incoming', 'NN')]", follow back sofunnything hot fire incoming,0.31089434
59,64,2020-05-22,UPDATE: FBI director Wray orders internal review of Flynn case | TheHill https://t.co/nxOvcxGN2o #veterans #bluelivesmatter #hillaryemails #latinos #MAGA,update fbi director wray orders internal review flynn case thehill ,1,en,"['update', 'fbi', 'director', 'wray', 'orders', 'internal', 'review', 'flynn', 'case', 'thehill']","[('update', 'JJ'), ('fbi', 'NNS'), ('director', 'NN'), ('wray', 'JJ'), ('orders', 'NNS'), ('internal', 'JJ'), ('review', 'NN'), ('flynn', 'NN'), ('case', 'NN'), ('thehill', 'NN')]", update fbi director wray order internal review flynn case thehill,0.26311812
60,65,2020-05-22,UPDATE: The Hill interview: Fauci on why a vaccine by end of year is ‘aspirational’ | TheHill https://t.co/q4flYesS2r #veterans #bluelivesmatter #hillaryemails #latinos #MAGA,update hill interview fauci vaccine end year ‘aspirational’ thehill ,1,en,"['update', 'hill', 'interview', 'fauci', 'vaccine', 'end', 'year', 'aspirational', 'thehill']","[('update', 'NN'), ('hill', 'NN'), ('interview', 'NN'), ('fauci', 'VBP'), ('vaccine', 'NN'), ('end', 'NN'), ('year', 'NN'), ('aspirational', 'JJ'), ('thehill', 'NN')]", update hill interview fauci vaccine end year aspirational thehill,0.15318426
61,66,2020-05-22,@Love4PoliceDogs @jsipe2005 @k9sofvalor @doglover29 @Christina_Roof @IamchosenbyGod @PYon_LiveLife @thebingoman21 @Dega_1964 @tkeleiott @K9Garm Totally awesome would look good in anyone’s collection❤️👍🏼 #K9sofValor💙🐾🐾💙  #BlueLivesMatter❤️ https://t.co/wd8WCx0w9y,totally awesome would look good anyone’s collection ,1,en,"['totally', 'awesome', 'would', 'look', 'good', 'anyone', 'collection']","[('totally', 'RB'), ('awesome', 'JJ'), ('would', 'MD'), ('look', 'VB'), ('good', 'JJ'), ('anyone', 'NN'), ('collection', 'NN')]", totally awesome would look good anyone collection,0.19403471
62,67,2020-05-22,"Hmm. Gonna be interesting to see the #BlueLivesMatter crowd's reaction to this.

I'm sure it'll not be hypocritical at all. https://t.co/y736KdII7c",hmm gonna interesting see crowds reaction im sure itll hypocritical ,1,en,"['hmm', 'gon', 'interesting', 'see', 'crowds', 'reaction', 'sure', 'itll', 'hypocritical']","[('hmm', 'NN'), ('gon', 'NN'), ('interesting', 'VBG'), ('see', 'VB'), ('crowds', 'JJ'), ('reaction', 'NN'), ('sure', 'JJ'), ('itll', 'JJ'), ('hypocritical', 'NN')]", hmm gon interest see crowds reaction sure itll hypocritical,0.6616225
63,68,2020-05-22,"@Frank90330513 So this guy is making 72 million dollars?  So, where's the ""respect"" for ""law and order"", Scooter? I thought #BlueLivesMatter ? So spreading disease is more ""respectful"" than taking a knee? Got it. https://t.co/FS0iG043Fh",guy making million dollars wheres respect law order scooter thought spreading disease respectful taking knee got ,1,en,"['guy', 'making', 'million', 'dollars', 'wheres', 'respect', 'law', 'order', 'scooter', 'thought', 'spreading', 'disease', 'respectful', 'taking', 'knee', 'got']","[('guy', 'NN'), ('making', 'VBG'), ('million', 'CD'), ('dollars', 'NNS'), ('wheres', 'VBZ'), ('respect', 'JJ'), ('law', 'NN'), ('order', 'NN'), ('scooter', 'NN'), ('thought', 'VBD'), ('spreading', 'VBG'), ('disease', 'NN'), ('respectful', 'JJ'), ('taking', 'VBG'), ('knee', 'NN'), ('got', 'VBD')]", guy make million dollar wheres respect law order scooter think spread disease respectful take knee get,0.44404408
64,69,2020-05-22,"All it took, for these people to go from #BlueLivesMatter to “fry these oinkers!” was being asked to wear a mask temporarily... https://t.co/XG0FEhRqoU",took people go “fry oinkers” asked wear mask temporarily ,1,en,"['took', 'people', 'fry', 'oinkers', 'asked', 'wear', 'mask', 'temporarily']","[('took', 'VBD'), ('people', 'NNS'), ('fry', 'JJ'), ('oinkers', 'NNS'), ('asked', 'VBD'), ('wear', 'JJ'), ('mask', 'NNS'), ('temporarily', 'RB')]", take people fry oinkers ask wear mask temporarily,0.3585784
65,70,2020-05-22,UPDATE: Biden Campaign’s Symone Sanders: ‘You Ain’t Black’ Was Said ‘in Jest’ https://t.co/K7S51NaRn6 #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update biden campaign’s symone sanders ‘you ain’t black’ said ‘in jest’ ,1,en,"['update', 'biden', 'campaign', 'symone', 'sanders', 'black', 'said', 'jest']","[('update', 'JJ'), ('biden', 'NN'), ('campaign', 'NN'), ('symone', 'NN'), ('sanders', 'NNS'), ('black', 'JJ'), ('said', 'VBD'), ('jest', 'JJS')]", update biden campaign symone sander black say jest,0.15179664
66,71,2020-05-22,UPDATE: Charlamagne tha God on Biden ‘You Ain’t Black’ Gaffe: Give Us More than Fear https://t.co/pWNIyNPnmd #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions,update charlamagne tha god biden ‘you ain’t black’ gaffe give us fear ,1,en,"['update', 'charlamagne', 'tha', 'god', 'biden', 'black', 'gaffe', 'give', 'fear']","[('update', 'JJ'), ('charlamagne', 'NN'), ('tha', 'NN'), ('god', 'NN'), ('biden', 'JJ'), ('black', 'JJ'), ('gaffe', 'NN'), ('give', 'VBP'), ('fear', 'NN')]", update charlamagne tha god biden black gaffe give fear,0.48777094
67,72,2020-05-22,"UPDATE: Joe Biden: ‘No One Should Be Going to Jail for Drug Crime, Period’ https://t.co/qbWSmMMP0k #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions",update joe biden ‘no one going jail drug crime period’ ,1,en,"['update', 'joe', 'biden', 'one', 'going', 'jail', 'drug', 'crime', 'period']","[('update', 'JJ'), ('joe', 'NN'), ('biden', 'NN'), ('one', 'CD'), ('going', 'VBG'), ('jail', 'JJ'), ('drug', 'NN'), ('crime', 'NN'), ('period', 'NN')]", update joe biden one go jail drug crime period,0.14559887
68,73,2020-05-22,"UPDATE: Joe Biden: One Thing People in Jail Have in Common, They ‘Can’t Read’ https://t.co/K7CHQxzH6b #veterans #bluelivesmatter https://t.co/3Iqt1wp1mA #agsessions",update joe biden one thing people jail common ‘can’t read’ ,1,en,"['update', 'joe', 'biden', 'one', 'thing', 'people', 'jail', 'common', 'read']","[('update', 'JJ'), ('joe', 'NN'), ('biden', 'IN'), ('one', 'CD'), ('thing', 'NN'), ('people', 'NNS'), ('jail', 'VBP'), ('common', 'JJ'), ('read', 'NN')]", update joe biden one thing people jail common read,0.14684671
