,Datetime,Text,TextCleaned,flag,Language,FilteredTweet,TokenizedTweet,LemmatizedTweet,ToxicityScore
4132,2020-06-07,Don't accept lip service from elected official until you see actions following those tweets and hastags #realchange #BlackLivesMatter https://t.co/avSdPN4ivm,dont accept lip service elected official see actions following tweets hastags ,1,en,"['dont', 'accept', 'lip', 'service', 'elected', 'official', 'see', 'actions', 'following', 'tweets', 'hastags']","[('dont', 'NN'), ('accept', 'VB'), ('lip', 'JJ'), ('service', 'NN'), ('elected', 'VBD'), ('official', 'JJ'), ('see', 'JJ'), ('actions', 'NNS'), ('following', 'VBG'), ('tweets', 'NNS'), ('hastags', 'NNS')]", dont accept lip service elect official see action follow tweet hastags,0.31089434
4134,2020-06-07,"His family wants the CPS decision reviewed and are raising funds for legal fees. 

Donate what you can
Share

https://t.co/eLOX1Dddjz

Info on the case https://t.co/PwPgutFiIv

#BlackLivesMatter
#JusticeForChristopherKapessa #ChristopherKapessa 
#JusticeForShukriAbdi
2/2",family wants cps decision reviewed raising funds legal fees donate share info case ,1,en,"['family', 'wants', 'cps', 'decision', 'reviewed', 'raising', 'funds', 'legal', 'fees', 'donate', 'share', 'info', 'case']","[('family', 'NN'), ('wants', 'VBZ'), ('cps', 'JJ'), ('decision', 'NN'), ('reviewed', 'VBD'), ('raising', 'VBG'), ('funds', 'NNS'), ('legal', 'JJ'), ('fees', 'NNS'), ('donate', 'VBP'), ('share', 'NN'), ('info', 'JJ'), ('case', 'NN')]", family want cps decision review raise fund legal fee donate share info case,0.054400142
4135,2020-06-07,Small thing: sign a petition to end end police brutality using @resistbot and they will match you with your reps and Governors. See below ⬇️ #BlackLivesMatter https://t.co/Nc4Cq7spLw,small thing sign petition end end police brutality using match reps governors see ,1,en,"['small', 'thing', 'sign', 'petition', 'end', 'end', 'police', 'brutality', 'using', 'match', 'reps', 'governors', 'see']","[('small', 'JJ'), ('thing', 'NN'), ('sign', 'NN'), ('petition', 'NN'), ('end', 'NN'), ('end', 'NN'), ('police', 'NN'), ('brutality', 'NN'), ('using', 'VBG'), ('match', 'JJ'), ('reps', 'NNS'), ('governors', 'NNS'), ('see', 'VBP')]", small thing sign petition end end police brutality use match rep governor see,0.49231622
4136,2020-06-07,These words Dr. King uttered almost 60 years ago are still incredibly relevant even today #BlackLivesMatter https://t.co/zNjU5VhtL7,words dr king uttered almost years ago still incredibly relevant even today ,1,en,"['words', 'king', 'uttered', 'almost', 'years', 'ago', 'still', 'incredibly', 'relevant', 'even', 'today']","[('words', 'NNS'), ('king', 'VBG'), ('uttered', 'JJ'), ('almost', 'RB'), ('years', 'NNS'), ('ago', 'RB'), ('still', 'RB'), ('incredibly', 'RB'), ('relevant', 'JJ'), ('even', 'RB'), ('today', 'NN')]", word king uttered almost year ago still incredibly relevant even today,0.08030635
4137,2020-06-07,The movement has begun join and be heard in #blacklivesmatter #icantbreathe dropping soon. Never let anyone define you or limit your greatest potential. Sporting ME wear proudly promotes that you should always be… https://t.co/bPLKNyiefc,movement begun join heard dropping soon never let anyone define limit greatest potential sporting wear proudly promotes always be… ,1,en,"['movement', 'begun', 'join', 'heard', 'dropping', 'soon', 'never', 'let', 'anyone', 'define', 'limit', 'greatest', 'potential', 'sporting', 'wear', 'proudly', 'promotes', 'always']","[('movement', 'NN'), ('begun', 'VBN'), ('join', 'RB'), ('heard', 'VBN'), ('dropping', 'VBG'), ('soon', 'RB'), ('never', 'RB'), ('let', 'VB'), ('anyone', 'NN'), ('define', 'VB'), ('limit', 'NN'), ('greatest', 'JJS'), ('potential', 'JJ'), ('sporting', 'NN'), ('wear', 'NN'), ('proudly', 'RB'), ('promotes', 'VBZ'), ('always', 'RB')]", movement begin join hear drop soon never let anyone define limit great potential sporting wear proudly promote always,0.1346751
4138,2020-06-07,"A relaxed confidence infused a new round of street protests in New York and other major cities on Sunday, a day after some of the largest demonstrations since the killing of #GeorgeFloyd unfolded with no major violence. #BlackLivesMatter @GhenhisKhan
https://t.co/LlwVe2SPHW",relaxed confidence infused new round street protests new york major cities sunday day largest demonstrations since killing unfolded major violence ,1,en,"['relaxed', 'confidence', 'infused', 'new', 'round', 'street', 'protests', 'new', 'york', 'major', 'cities', 'sunday', 'day', 'largest', 'demonstrations', 'since', 'killing', 'unfolded', 'major', 'violence']","[('relaxed', 'VBN'), ('confidence', 'NN'), ('infused', 'VBD'), ('new', 'JJ'), ('round', 'JJ'), ('street', 'NN'), ('protests', 'NNS'), ('new', 'JJ'), ('york', 'NN'), ('major', 'JJ'), ('cities', 'NNS'), ('sunday', 'VBP'), ('day', 'NN'), ('largest', 'JJS'), ('demonstrations', 'NNS'), ('since', 'IN'), ('killing', 'VBG'), ('unfolded', 'JJ'), ('major', 'JJ'), ('violence', 'NN')]", relax confidence infuse new round street protest new york major city sunday day large demonstration since kill unfolded major violence,0.3065166
4139,2020-06-07,"PLEASE SHARE THIS!

This is important to know. They have been seen ready to use in Florida, but everyone should be looking out.

Please stay safe! ✊🏿✊🏽✊🏼

#BlackLivesMatter
#EdwardColston
#BlackLivesMattters
#BreonnaTaylor #BlackOutDay2020
#Anonymous
#BLM https://t.co/faBB6VevRp",please share important know seen ready use florida everyone looking please stay safe ,1,en,"['please', 'share', 'important', 'know', 'seen', 'ready', 'use', 'florida', 'everyone', 'looking', 'please', 'stay', 'safe']","[('please', 'NN'), ('share', 'NN'), ('important', 'JJ'), ('know', 'VBP'), ('seen', 'VBN'), ('ready', 'JJ'), ('use', 'NN'), ('florida', 'NN'), ('everyone', 'NN'), ('looking', 'VBG'), ('please', 'NN'), ('stay', 'VB'), ('safe', 'JJ')]", please share important know see ready use florida everyone look please stay safe,0.051070344
4140,2020-06-07,"Billings, MT showed up today. ♥️ #blacklivesmatter https://t.co/TOqB212gfz",billings mt showed today ,1,en,"['billings', 'showed', 'today']","[('billings', 'NNS'), ('showed', 'VBD'), ('today', 'NN')]", billing show today,0.050436787
4141,2020-06-07,I see you and I appreciate you!! #BlackLivesMatter 💖✊🏾 https://t.co/cwJPGE5yQL,see appreciate ,1,en,"['see', 'appreciate']","[('see', 'VB'), ('appreciate', 'NN')]", see appreciate,0.07299998
4142,2020-06-07,"@Nasty_CSA  --- They don't 
@TreySongz   --- 2020 Riots: How Many Times
@MeekMill  --- Otherside of America
@YG  --- FTP

Together we stand #BlackLivesMatter",dont riots many times otherside america ftp together stand ,1,en,"['dont', 'riots', 'many', 'times', 'otherside', 'america', 'ftp', 'together', 'stand']","[('dont', 'JJ'), ('riots', 'NNS'), ('many', 'JJ'), ('times', 'NNS'), ('otherside', 'VBP'), ('america', 'JJ'), ('ftp', 'NN'), ('together', 'RB'), ('stand', 'VBP')]", dont riot many time otherside america ftp together stand,0.14863688
